"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"CMR",,,,,,,,,,,,81,319,,,,,,,2289,,,,,5,,,,40,,,6,,,,,,2807,,,11412,,5,,,,,,2357,,2,,,,,20,35,,,215,,,7,15,92,,322,,,,,,,,187,27110,,,14398,,,7738,63,,234,,,,,,,,,,,,123,3,,,,,187,,,3832,,,,,,,,,,1,,,,,,,19,,,,,1286,,,,249,,,16,,,,,,,,,101,,,960,,,,178,12658,,,,216,,,,,,,,,20,42,,,,,,0,326,,,,,,,,,,,316,,,,,,,1,,,949,,2070,,,,,440,2133,,,,,295,,,,0,,,,,,,,3035,,11462,,,,,,,,,,55,
"CAN",,910,,,,,14,184,408,,,17429,962,,735,,,316,58,2007,291,,1273,14,699,103,,102,900,76,,100,,,,33,91,,648,109,,,1459,4330,8188,,420,,,,397,,334,24,,461,238,141,,1588,,65,1376,567,305,125,,,51,7,,,4,,675,10409,,96,90,,,6876,105,,5573,16,143,186,,176,110,24,142,264,,139,912,107,920,531,,,2143,70,3277,6952,720,4294,336,,,,,,,68,,,69,1567,,27,91,,,,36,,723,,,34,16,,4200,,,56,,17,,,,87,,,4140,,4175,112,,,,,,1079,,,,550,193,1583,533,864,1218,3550,96,,5628,,,56,260,,,,119,80,81,6,,,,,340,,7,1223,9,162,182,,,1604,,2298,63,,,,1314,4420,,27,487,,20,,,489,,646,,215,,133,,,30926,165,285549,,109,,,542,347,,,,85,
"CYM",,,,,,,,,,,,20,,,9,,,,,,,,,,,,,,,,,1,,,,,,115,,,,,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,34,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,5,15,,,,,,,140,,,,,22,,,,0,,,,,,,,6558,113,,,28812,,2,,,,,,6570,,2,,,,,4,0,,,2,,,41,,31,,,,,,,,,,1,7190,,,,,,,,,120,,,,,,,,,,,,5,,,,,,3,,,86,,,,,,,,,,1,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,6,,,,,,,0,,,51,,65,,,10697,,25,83,,,,,139,,,,,,,,,,,,78,,,,,,,,,,,,,
"TCD",,,,,,9,,,,,,20,6,,,175,,,,189,,302,,,1,,,,,,,3,,,,,37548,372,,6507,,,8,,,,,,2373,,,,,,,,5,,,7,,,4,,188,,,,,,,,,,4,3309,,,1551,,,218,10,,13,,,,,,,,,,,,0,,,,,,8,,,244,,,37,,,,567,,,,,,,519,,,,,,,,,,,,32,,,,,,,,,,,,,,,70,,,,404,13732,,,,13,,,,,,,,,,,,1311,,,,,104,,,,,,,,,,,,,,1,,,38,1,,,,,47,,,41675,,30,120,,,,,322,,,,,,,,,,,1448,157,,,,,,,,,,,,,
"JEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7024,,,,,,,,,,,,,
"CHL",,,,,78,,,,92812,,,12948,460,,9,,,,,2229,,,,,2200,,,,9780,,,9,,,,,,12053,,,,,,,,,896,,,,444,,39,66,,12,33,,,692,,,908,3090,13,105,,,,,,76,,,140,6276,,,,,,4628,,,140,,,,,128,,,,183,,113,70,38,,,,,75,,1447,3562,,,,,,,,,,3,,,,,,,25,,,,,,,,,,,,2524,,,,,,,,,24,,,1450,,639,64,,,,,,3119,,,,660,,1335,2869,38,24,94,477,,,,,0,199,,,,,,,,,,,,,,,,,12,8,,,189,,24552,,,,,13964,2934,,,,,,,,,,14,,,,,,,2559,,38089,,648,,,8008,,,,,,
"CHN",,,,314,,,,57,5375,,444,104773,6139,,75,,78519,17,,5841,760,,147,376,472,44,,2286,8099,,1077,374,,,18,1387,,237598,,,,,2065,,991785,108158,893,,273,,92,,109,169,,510,1507,11808,,2815,,19,1617,867,460,135,,104,81,,,,1,441,1973,31501,614,323,140,,34,33379,158,,1077,4,,,1241,260,94,,465,172,,273,4981,128,39684,40757,,,5609,,333,68705,,296819,3533,997,,,,191,1596,149,242,66,,1796,29,46,415,906,,14796,,185,117,156,79,51,774,,2524,,,4057,,,,,19832,2312,233,10790,19451,56,36260,78,,,,,1840,1877,,201,389,7047,31,471,1930,36289,421,3289,673,,121985,,,1228,33333,,,,24,,,55,,,,,1003,243,216,126904,44,371,177,119,,7169,,42538,1011,,976,2090,4733,5677,,31,21444,781,285,,85,257,,822,,,,231,4384,,71181,,797231,,,,,6394,1604,,,,295,
"HKG",,,,,,,,,7,,,39027,107,,14,,,,,,29,,,,6,127,,,,,249,,,,,105,,102326,,,,,44,71680,,9434,21,,,,873,,,,,,2,83,,251,,,,28,,4,,,,,,,,,,628,,,,,,,,,14,,,,,,,,,,,,,,,,,,762,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,14,,,9,,,,,,,,,,,,,3568,,,,,,,496,,,,154,,,,111,,45,,,,,,,27,,,,,,,,,,,,,,,23390,,,,,,445,,,,,,,256,,,,,,,,,,,26,,,,,,,44640,,108369,,,,,301,,,,,,
"MAC",,,,,,,,,,,,956,5,,,,,,,,,,,,,,,,,,,,,,,,,2860,,,,,6,9502,30955,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,1132,,,,,,,,,,,,,,,,,,,,,,5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4413,,,,,,,,,,,
"COL",,,,,,,,,1294,,3127,2718,488,,63,,,,,1612,,,,,1082,831,,,2879,,,10,,,,,,18731,157,,,,4192,,,,,,,,3770,,8,53,,20,52,,,1337,,,2310,44596,39,219,,,,,,,24,,331,10047,,,,,,4876,,,92,,,,,438,,,,361,,351,88,45,,,,,,,922,8810,,,21,,,,,,,2,,,,,4,,7,,,,,,,,,,,,4102,,,,,,,,,,,,4935,,181,211,,,,,,2252,,,,15635,,,2396,34,49,171,2120,,,,,,160,,,,,,,,,,,,,,,,41,29,5,,,116,,115774,,,,,4688,3694,,,,,,,,,,15,,,,,,,7145,,262932,,,,,318105,,,,,,
"COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,0,,,,,,,,,,,,,,1,,,9,,,,,652,,,72,,,,,,,2,15080,,,,,,,,,29,,,,,,,,,,,,,,,,,,0,,,8,,,,,,,,,,,,,,3006,,,,5042,,,,,,,,,,24487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,,27,,,,,,,,,,,,,,,,,,0,,,93,,,,,,,3,15,,,,,,,,,,,,,,,,,41,332,,,,,,,,,,,,
"COG",,,,,,287,,,34,,,413,198,,,,,,,2662,,923,,,4,,,,35,,,5,,,,,1475,558,,,262,,13,,,,,,,,3,,,,,,31,,4645,184,,,,,45,,,,,24,,,,,29,28522,,,4346,,,1298,,,536,,,,,,,,,,,,57,,,,,,1078,,,1694,,,,,,,,,,1,,,,245,,,,,783,,,8003,,,,,,,,,,,,,646,,,673,,,624,,,,,,,,,352,,,,,,,,449,51,497,,,,,,,344,,,,,,,,,,,,,,,,,10,0,,,6343,,1130,,,,,180,536,,,,,104,,,,,,,,,,,,2430,11743,,,,,,,,,,,1998,
"COK",,,,,,,,,,,,2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,3,,,,,,,,,,,16,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI",,,,,,,,,102,,,200,53,,23,,,,,84,,,,,66,,,,171,,,4,,,,,,1634,137,,,,331,,,,402,,,,,,,,,0,11,,,73,,,438,218,,387,,,,,,,,,23,249,,,,,,484,,,8,,,,,417,,,,90,,331,19,4,,,,,6,,,343,45,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1134,,,,,,,,,,,,249,,,4692,,,,,,112,,,,2545,,,139,23,26,,285,,,,,,18,,,,,,,,,,,,,,,,,,0,,,,,952,,,,,129,303,,,,,,,,,,27,,,,,,,229,,33396,,,,,482,,,,,,
"CIV",,,,,,11,,,1,,,110,117,,,,,,,1311,,6798,,,0,,,,120,,,3,224696,,5,,,2068,,,,,8,,,,,,,,0,,,,,,38,,,221,,,,,140,,,,,,,,,,59,35351,,,1232,,,1994,12077,,76,,,,,,3417,,,,,,15,1,,,,,84,,,10547,,,,,,,,,,2,,,3493,365,,,,,,,,25106,,,,160,,,11,,,,,,,,,22,,,482,,,,527,,,,,119,,,,,,,,,,84,,,,,,,71,,,,,,,,,,,1225,,,190,,,,0,,,448,,1004,,,,,270,1079,,,5,,1188,,,,312,,,,,2,,,2426,,7079,,,,,,,,,,,
"HRV",,,,,,,,,750,,,35958,21313,,,,,,,42,,,,,27,,8673,,109,,,33,,,,,,18479,,,,,330,,,,27,,,,7,,,,,22,766,,,339,,,,27,70,,,,,,,,14,,71,4547,,,,,,90586,,,127,,,,,,,,,,,,917,43,,,,,324,,,11519,,,16,,,,,,,6,,,,,67,,171,,,,,,47,,,,,,31,,,,,,,,,,,,88,,961,,,,,537,,1385,,,,53,,,61,,412,49,,,,,,577,211,,,,,,,,,,,,134900,,,,,372,28048,,,288,,814,,,,,2992,7857,,,,,,,,,,90,,,,,,,2952,,21510,,,,,212,,,,,,
"CUB",,,,,,,,8,893,,,325,210,,81,,,21,42,407,,,13,,525,716,,,1006,,,120,,,49,,,4510,357,,,,2373,,,,889,,71,,1511,,,,,12,236,,,132,,0,3322,825,,56,,,,,,,,,150,1612,,,,,7,4272,,,80,,,,,279,224,,,576,,302,220,12,,,,,47,,,4677,929,,,,,,,,,41,,,,,,,7,,,,,,,,,,,,4484,,,,,,,,,286,,,388,,,502,,,,,,158,,,,1138,,,462,,139,277,8077,,,,,1,1385,,,,23,,,,,,,,15,18,,,147,72,7,,,487,,32087,,,,,1017,1111,,,,50,,,,23,,21,,,,15,,,781,,463625,,,,,5346,,,,,,
"CUW",,,,,,,,7,,,1090,45,,,,,,,,,,,,,70,1265,,,,,,,,,,,,172,11,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30158,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,48,,72,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,305,,,,,,
"CYP",,,,,,,,,34,,,11231,134,,,,,,,89,,,,,0,,,,,,,116,,,,,,1959,,3,,,13,,,,,,,,1,,,,,,46,,,66,,,,,41,,,,,,,,,,72,483,,,,,,702,,,9622,,,,,,,,,,,,117,3,,,,,128,,,188,,,124,,,,,,,5,,,,,,12,11,,,,,,19,,,,,,,,,,,,,,,,,,175,,,,,,,,,82,,,,,,,,,82,12,,,,,,25,306,,,,,,,,,,,,98,,,,,43,1,,,1370,,111,63,,,,267,171,,,,,,,,,,4503,,,,,,,36190,,7796,,,,,6,,,,,,
"CZE",,,,,,,,,1057,,,6965,16528,,,,,,29,71,,,,,14,,,,427,,,285,,,,,,8719,,,,,103,,,,20,,,,,,216,51,,145,,,,237,,,11,114,78,,,,,,,,,,226,1702,,,,,12,131267,,,1690,,,,,,,,,,,,507,54,,,,,2825,,,1218,,,19,,,,,,,97,,,,,15,40,109,,,,,,24,,,,,,117,,,6,,,,,,25,,,1949,,415,,,,,21,,380,,,,12,,,42,,2349,68,,,,80,,223,6395,,,,,,,,,,,,161,,,,,25972,124,,,589,,1716,,,,,260,4731,,,,,,,,,,534,,,,,,,8869,,39903,,,,,170,,,,,,
"PRK",,,,,,,,,22,,,254,774,,,,,,18,451,,,,,4,,,,43,,,9,,,,40,,164,,,,,8,,,,77,,,,8,,,,,7,17,,,135,,,,133,55,,,,,,,,,,0,30,,,54,,,820,,,11,,,,,,,,,,,31,,,,,,,68,,,33,,,110,25595,,,,736,,9,,,,,,,,,,,,,,,,,,,531,,,192,,,,,,105,,,21,,,,,,,,,14,,,,,,,41,2515,,16,,,,,,,6616,,,,,,,,,,,,,,2,,,,,,,16,,87,,,,,45,145,,95,0,,,,,,,15,,,,100,,,3368,,,,,,,21,515,,,,,
"COD",,,,,,11634,,,,,,172,301,,,,,,,30015,,,,,1,,,956,35,,,9,,42404,,,2138,6747,,9476,95,,14,,,,,,123139,,0,,,,,200,27,,,208,,,,,75,,,769,,120,43,,,,373,23628,,,2743,,,5767,12,,318,,,,,,,,,,,,15,2,,,,,29,,,1980,,,,,1448,,,,,,,,,273,,,37,,1206,,,,,,,38,,,30,,,,,,,2432,,1711,,,3051,,,28,,,,,,83,,,,,,,,1,,1009,,,,,,,,95331,,,,,,,,,,114,,,5,,,,2,,,6833,,757,,,6987,,731,2648,,,5,,236,,,,,22,,,,43223,,,5998,102486,6112,,,,,,,,,,37795,
"DNK",,,,,73,,,,179,,,5597,479,,14,,,,117,1291,,,19,20,42,,,104,324,,,33,,,,,,8153,12,0,,,176,,,,43,,,,18,,31,,,46,127,,,,,,43,63,138,,,,67,,,,1728,,453,2608,,,,,,8980,,,277,3891,,,,,,,,,,,180,1245,,,,,402,,552,903,,215,53,,,,,,,177,,,,426,13,152,789,,,,,,31,,,,,,159,,,,,,,,,79,,,1310,,692,30,,,,,,11042,,,,62,,,114,320,387,197,,,,,,36,704,,,,,,,,,,,,94,,,,,112,16,,,727,,4072,,,,,22658,2058,,81,354,,,,,,,1523,,,,76,,,7684,,12030,,,,,82,,,,,,
"DJI",,,,,,,,,,,,51,4,,,,,,,161,,,,,,,,,,,,3,,,,,,410,,,,,,,,,,,,,,,,,,0,1,,,7,,,,,200,,,,,,1583,,,,1,2943,,,,,,,,,13,,,,,,,,,,,,,1,,,,,1,,,25,,,,,,,,,,,,,,848,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,14,,,,,29,39,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,
"DMA",,,,,,,,1844,0,,37,10,10,,31,,,141,,56,,,,,1,56,,,5,434,,1,,,,,,1224,,,,,21,,,,20,,,,0,,,,,0,1,,,4,,,14,,,,,,,,,,,,2,2452,162,,,,,,,,20,,35,2095,,,,,18,,,,,1,,,,,1,,,54,70,,,,,,,,,,,,,,,,28,,,,,,,,173,,,,,,,,,118,,,,,,,35,,,,,,,,,,,,,13,,,,,,,963,,,,,,,,,96,121,,36,,,,,,,,,,369,,,,,,,235,,,,,23,81,,,,,,,,,,,,,,,,,2832,,12436,2494,,,,3,,,,,,
"DOM",,,,,,,359,593,260,,1282,51,712,,103,,,,,646,,,9,,27,2857,,,52,556,,6,,,,,,3328,48,,,,190,,,,153,,,,184,,,35,,1,11,,,31,,,,78,,30,,,,,,,,,44,1311,,,,,,2039,,,64,,,428,,45,,,,1153,,61,17,4,,,,,8,,,8312,,,,,,,,,,0,,,,,11,,10,,,,,,,,57,,,,645,,,,,16,,,,,,,2040,,,31,,,,,,129,,,,1884,,,75,,4,17,31706,,,,,0,,,,,17,,,,,,,,,,,,613,,0,,,,,24951,,,,,196,2598,,,,,,,,,,,,401,,,,,453,,335606,1530,,,,5520,,,,,,
"ECU",,,,,,,,,716,,,804,226,,16,,,,,1064,,,,,419,,,,784,,,3,,,,,,5678,,,,,6082,,,,6056,,,,347,,,20,,3,31,,,211,,,397,,3,50,,,,,,,,,59,1400,,,,,,2042,,,11,,,,,68,,,,,,224,59,8,,,,,17,,,21026,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,913,,,,,,,,,,,,546,,,58,,,,,,241,,,,1124,,,1462,201,35,166,449,,,,,,170,,,,,,,,,,,,,,,,,15,3,,,,,220296,,,,,712,1560,,,,,,,,,,,,,,,,,2476,,185391,,,,,15452,,,,,,
"EGY",,,,,,,,4,203,,,19889,7327,,10,27252,,,,1542,,,,,14,,,,1663,,,78,,,,,,21520,,20,,,75,,,,78,,,,4,,56,,,1975,260,,,946,,,,28,,,,,,,,,,,492,17180,,,,,,11954,17,,16578,,,,,2,,,,,,,510,17,,,,11062,438,,10110,52891,,685,133590,,,,80448,,,22,79932,,,12110,,25,12,,,,16,,283,,,125,,,121,,,,,,639,,,110,,,7929,,623,,,,,737,,351,17568,,,27,,,14,134,245,205,29,35811,,,,16,757,,,,,,,,,,319728,,53,,,,,127,35,,,1361,,2334,42,8030,12193,,1602,3181,,,0,,,,,,342,430,,,,0,,227694,14472,,71916,,,,,119,,,,5141,68,
"SLV",,,,,,,,,57,,,5243,22,,31,,,,,150,3638,,,,50,,,,250,,,3,,,,,,19738,,,,,180,,,,172,,,,2884,,,,,4,4,,,26,,,172,125,84,,,,,,,,,,15,794,,,,,,332,,,11,,,,,3877,,,,,,2931,4,3,,,,,14,,,2862,60,,,,,,,,,,,,,372,,,,,,,,,,,,,,,3268,,,,,,,,,,,,141,,,1144,,,,,,65,,,,1165,,,44,,,10,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,,,,,1254,246,,,,,,,,,,,,,,,,,267,,514399,,,,,413,,,,,,
"GNQ",,,,,,,,,,,,,4,,,,,,,13,,,,,,,,,7,,,,,,,,1600,24,,,,,2,,,,,,309,,,,,,,,0,,,,,,,,,,,,,,,,,,2,97,,,24532,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,19,,,,,,,41,,,,,,,,,77,,,,,2,,,,0,,,,,6914,,,,,12,14,,,,,44,,,,,,,,,,,,56,,,,,,,,,,,,,
"ERI",,,,,,,,,,,,1171,36,,,629,,,,2,,,,,0,,,,,,,2,,,,,,3061,,,,,1,,,,,,,,,,,,,0,1,,,70,,,,,243,,,,,,3328,,,,17,103,,,,,,4368,,,88,,,,,,,,,,,,4,2,,,,501,30,,,4670,,,80,,359,,2049,,,0,,,,1098,,,,,,,,,14,,,,,,,,,,,,,,,,,,334,,,,,,,,,961,,,,,,,,,1,,,807,,,,,,,,,,,,,,,,,,,0,,,,0,,10,181,,39,,,98041,,2688,3629,,,,,,,,,,,,,,72,,5236,5379,,10475,,,,,14,,,,491,,
"EST",,,,,,,,,27,,,737,77,247,3,,,,1099,80,,,,,1,,,,26,,,13,,,,,,2337,,,,,34,,,,8,,,,0,,5,,,4,36,,,229,,,,,12,,,,,,,,,,7834,262,,,,,35,3321,,,25,,,,,,,,,,,,28,34,,,,,1101,,,127,,,,423,,,,356,,1758,,,,,9,561,34,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,164,,,,,,,7,,90,70,,,,,,,29942,,,,,,,,,,,,,,,,,10,0,,,65,,242,,,,,4014,136,,,,,,,,,,39,,,,,5339,,1913,,4979,,,,,14,,,,,,
"SWZ",,,,,,,,,,,,134,7,,3,,,,,,,,,,,,,251,,,,0,,,,,,90,,,,,2,,,,,,,,1,,,,,,0,,,26,,,,,,,,,,,,,,,,10,,,,,,,,,10,,,,,,,,,,,,,,,,,,11,,,7,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,38,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,23131,,,,,,,7,31,,,,,,,,,,25,,,,,,,489,57,,,,,,,,,,,,
"ETH",,,,,,,,37,22,,,3157,412,,,384,,,23,792,,,,,2,,,,0,,,37,,,,,,9090,,,,,5,,,,,,,,1,,,,,20,46,,,774,4830,,,,253,,,53,,10,,,4,,636,2378,,,,,,8242,12,,852,,,,,,,,,,,,82,21,,,,,88,,33443,7231,,,25,,11759,,1444,,,,,,,948,,,,,,,,,24,,,,,,,,,,,,,,,69,,,4405,,432,44,,,,,,1683,,,,,,,,,33,11,,726,,,,,216,,,,1,,,,,,54566,,,,,,,16,5,,605,990,,406,,,55315,,5891,1839,,,0,,,,,,,23,,,,171,,3190,4891,,59576,,,,,19,,,,1114,,
"FLK",,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,
"FRO",,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4442,,,,,,,,,,,,,,,,0,,,,,,,,,0,157,,,,,,,,,,,,130,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,
"FJI",,,,123,,,,,0,,,25822,5,,,,,,,3,,,,,0,,,,,,,1,,,,,,10796,,,,,8,,,,,,,49,0,,,,,0,2,,,6,,,,,,,,,,,,,,,4,12,,16,,,,,,,3,,,,,,,,,,,,,0,84,,,,7,,,7,,,,,,206,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,105,,28,,17521,,,,21,,,14,,,,,63,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,79,,14,,18,,,,,13,26,,,,,,,300,,,,,,33,,,,2314,,17234,,,,86,,,,,,,
"FIN",,,,,,,,,33,,,4270,346,,,,,,976,1037,,,,,19,,,,175,,,22,,,,,,5348,5,,,,107,,,,22,,,,4,,11,,,77,109,,,1241,,,24,24,95,,,,1082,,,,,,,983,,,,,3,3989,,,128,5,,,,,,,,,,,286,48,,,,,320,,102,424,,257,,,,,,108,,136,,,,427,2,58,305,,,,,,5,,,,,,49,,,5,,,,,,23,,,695,,,,,,,,,2659,,,,13,,,29,203,98,134,,,,,,27,962,,,,,,,,,,,,15,,,,,58,6,,,98,,3762,9,,,,75565,1358,,,,,,,,,,725,,,,,,,3007,,10234,,,,,27,,,,,,
