"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"1";"ABW";10596;25;11099;22;21695;-503;-0,0231850656833372
"2";"AFG";6823350;64;50671;3;6874021;6772679;0,985257246086388
"3";"AGO";824942;54;27759;13;852701;797183;0,934891597406359
"4";"AIA";2047;17;1902;9;3949;145;0,0367181564953153
"5";"ALB";180284;49;58703;6;238987;121581;0,508734784737245
"6";"AND";3792;20;38137;18;41929;-34345;-0,819122802833361
"7";"ARE";79545;48;1287556;33;1367101;-1208011;-0,883629665986639
"8";"ARG";430169;73;1565392;132;1995561;-1135223;-0,568874116100686
"9";"ARM";899649;56;564662;14;1464311;334987;0,2287676593292
"10";"ASM";2041;7;20486;10;22527;-18445;-0,818795223509566
"11";"ATG";21753;36;11204;53;32957;10549;0,320083745486543
"12";"AUS";303696;106;3948318;212;4252014;-3644622;-0,857151928474365
"13";"AUT";506088;70;793239;193;1299327;-287151;-0,220999794509004
"14";"AZE";1634081;47;357078;16;1991159;1277003;0,641336528122566
"15";"BDI";337118;40;273491;7;610609;63627;0,104202525675187
"16";"BEL";365360;78;1254663;170;1620023;-889303;-0,54894467547683
"17";"BEN";234314;44;69038;10;303352;165276;0,544832405917878
"18";"BES";3206;9;37933;45;41139;-34727;-0,844138165730815
"19";"BFA";1021332;35;326879;8;1348211;694453;0,515092222211508
"20";"BGD";5451831;73;741548;17;6193379;4710283;0,760535242554993
"21";"BGR";613093;62;19077;185;632170;594016;0,939645981302498
"22";"BHR";12820;41;170701;33;183521;-157881;-0,860288468349671
"23";"BHS";25182;41;25319;75;50501;-137;-0,00271281756796895
"24";"BIH";861766;45;54542;13;916308;807224;0,880952692762695
"25";"BLR";1767606;55;1248782;58;3016388;518824;0,172001745133584
"26";"BLZ";36117;35;29314;15;65431;6803;0,103972123305467
"27";"BMU";71702;26;15030;35;86732;56672;0,653415117834248
"28";"BOL";224693;47;72706;180;297399;151987;0,511054173013359
"29";"BRA";500392;85;770323;60;1270715;-269931;-0,212424501166666
"30";"BRB";84931;44;18452;14;103383;66479;0,643036089105559
"31";"BRN";26323;24;72400;19;98723;-46077;-0,466730143938089
"32";"BTN";28465;23;21982;24;50447;6483;0,128511110670605
"33";"BWA";26053;29;25829;33;51882;224;0,00431748968813847
"34";"CAF";46362;33;57307;25;103669;-10945;-0,105576401817322
"35";"CAN";998163;124;4327805;200;5325968;-3329642;-0,625171236477576
"36";"CHE";326276;82;1201146;179;1527422;-874870;-0,572775565626264
"37";"CHL";493026;62;107501;210;600527;385525;0,641977796169032
"38";"CHN";4231648;140;298400;20;4530048;3933248;0,868257466587551
"39";"CIV";366348;51;1794958;16;2161306;-1428610;-0,660993862044523
"40";"CMR";115853;52;212475;4;328328;-96622;-0,294284983309374
"41";"COD";436526;60;663006;7;1099532;-226480;-0,205978543598549
"42";"COG";96372;46;121479;21;217851;-25107;-0,115248495531349
"43";"COK";17488;9;2511;10;19999;14977;0,748887444372219
"44";"COL";1009935;61;103448;91;1113383;906487;0,814173559323252
"45";"COM";40083;21;12560;5;52643;27523;0,522823547290238
"46";"CPV";91368;37;7144;35;98512;84224;0,854961832061069
"47";"CRI";69711;48;209300;153;279011;-139589;-0,500299271354893
"48";"CUB";835796;69;29587;36;865383;806209;0,931621027914808
"49";"CYM";373;11;9244;57;9617;-8871;-0,922429031922637
"50";"CYP";174378;43;43432;154;217810;130946;0,601193700932005
"51";"CZE";277260;57;110394;191;387654;166866;0,430450865978424
"52";"DEU";2929448;121;5601544;136;8530992;-2672096;-0,313222190338474
"53";"DJI";5308;23;114910;3;120218;-109602;-0,911693756342644
"54";"DMA";42437;47;2055;33;44492;40382;0,907623842488537
"55";"DNK";201761;72;235189;198;436950;-33428;-0,0765030323835679
"56";"DOM";466216;62;289949;98;756165;176267;0,233106530981995
"57";"DZA";921727;70;258623;20;1180350;663104;0,561785910958614
"58";"ECU";214008;48;78436;85;292444;135572;0,463582771402388
"59";"EGY";1322178;81;164324;132;1486502;1157854;0,778911834629217
"60";"ERI";170603;45;10766;21;181369;159837;0,881280703979181
"61";"ESH";168239;9;2580;7;170819;165659;0,969792587475632
"62";"ESP";1439019;86;817573;172;2256592;621446;0,275391386657402
"63";"EST";113905;50;381355;27;495260;-267450;-0,540019383758026
"64";"ETH";1689955;60;1125957;10;2815912;563998;0,20028963973306
"65";"FIN";250765;62;61128;181;311893;189637;0,608019416915416
"66";"FJI";90166;41;11655;14;101821;78511;0,771068836487562
"67";"FLK";260;5;824;7;1084;-564;-0,520295202952029
"68";"FRA";1215895;135;5897267;206;7113162;-4681372;-0,658128129234228
"69";"FRO";7520;10;4140;25;11660;3380;0,289879931389365
"70";"FSM";7714;13;1242;12;8956;6472;0,722644037516749
"71";"GAB";15352;32;124824;34;140176;-109472;-0,780961077502568
"72";"GBR";3794333;140;3641645;205;7435978;152688;0,0205336809764634
"73";"GEO";919454;48;289184;19;1208638;630270;0,521471275932082
"74";"GHA";371162;65;153715;43;524877;217447;0,414281822217396
"75";"GIB";11994;16;7438;3;19432;4556;0,234458624948539
"76";"GIN";352763;48;399986;31;752749;-47223;-0,0627340587632797
"77";"GLP";5828;13;61948;24;67776;-56120;-0,828021718602455
"78";"GMB";36280;39;114683;7;150963;-78403;-0,519352424103919
"79";"GNB";55409;35;14726;11;70135;40683;0,580067013616597
"80";"GNQ";36178;23;2214;6;38392;33964;0,884663471556574
"81";"GRC";1022459;63;618139;212;1640598;404320;0,246446722475585
"82";"GRD";43249;34;2793;15;46042;40456;0,878675991486034
"83";"GRL";9510;15;9222;17;18732;288;0,0153747597693786
"84";"GTM";348332;49;264169;49;612501;84163;0,137408755251012
"85";"GUF";2844;18;60358;16;63202;-57514;-0,910002848011139
"86";"GUM";1376;10;67120;11;68496;-65744;-0,95982247138519
"87";"GUY";233731;51;3674;16;237405;230057;0,969048672100419
"88";"HKG";551080;39;2000265;29;2551345;-1449185;-0,568008246630699
"89";"HND";156594;44;270279;42;426873;-113685;-0,266320427855592
"90";"HRV";425807;52;371626;71;797433;54181;0,0679442661640539
"91";"HTI";528873;54;17725;21;546598;511148;0,935144292514791
"92";"HUN";387514;63;336699;159;724213;50815;0,0701658213812787
"93";"IDN";1638365;83;374951;19;2013316;1263414;0,627528912500571
"94";"IMN";10735;5;33140;8;43875;-22405;-0,510655270655271
"95";"IND";6623177;125;7362652;36;13985829;-739475;-0,0528731618268749
"96";"IRL";917286;70;227961;204;1145247;689325;0,601900725345711
"97";"IRN";631339;72;4290497;7;4921836;-3659158;-0,743453865589995
"98";"IRQ";1506702;68;63698;22;1570400;1443004;0,918876719307183
"99";"ISL";17621;40;9584;158;27205;8037;0,295423635361147
"100";"ISR";281597;67;1489650;57;1771247;-1208053;-0,682035311845271
"101";"ITA";3351006;106;1428217;191;4779223;1922789;0,40232251142079
"102";"JAM";589010;60;18126;21;607136;570884;0,940290149159332
"103";"JEY";18726;5;60399;4;79125;-41673;-0,526672985781991
"104";"JOR";313997;65;1144334;83;1458331;-830337;-0,569374853856909
"105";"JPN";608921;101;1065385;42;1674306;-456464;-0,272628778729814
"106";"KAZ";2971639;56;3192260;18;6163899;-220621;-0,0357924424134789
"107";"KEN";250340;59;196730;13;447070;53610;0,119914107410473
"108";"KGZ";522578;43;608720;23;1131298;-86142;-0,0761443934312621
"109";"KHM";355430;41;32682;26;388112;322748;0,831584697200808
"110";"KIR";4053;16;1691;7;5744;2362;0,411211699164345
"111";"KNA";20714;31;1521;13;22235;19193;0,863188666516753
"112";"KOR";1624729;86;41151;28;1665880;1583578;0,950595481067064
"113";"KWT";81611;49;1048104;32;1129715;-966493;-0,855519312392949
"114";"LAO";483021;37;22074;6;505095;460947;0,912594660410418
"115";"LBN";509323;86;520116;30;1029439;-10793;-0,0104843511854515
"116";"LBR";516886;39;74599;25;591485;442287;0,747756916912517
"117";"LBY";76256;57;457075;86;533331;-380819;-0,714038748919527
"118";"LCA";22005;35;3617;59;25622;18388;0,717664507064242
"119";"LIE";3428;24;10877;47;14305;-7449;-0,520727018524991
"120";"LKA";885951;70;39935;49;925886;846016;0,913736680325656
"121";"LSO";191339;24;4469;15;195808;186870;0,954353243994117
"122";"LTU";341050;51;335946;57;676996;5104;0,00753918782385716
"123";"LUX";36141;43;113439;77;149580;-77298;-0,516766947452868
"124";"LVA";215134;48;646007;139;861141;-430873;-0,50035127812983
"125";"MAC";95648;13;191385;5;287033;-95737;-0,333540045918065
"126";"MAR";1748251;65;43973;18;1792224;1704278;0,950929124930812
"127";"MCO";4479;28;11565;2;16044;-7086;-0,441660433807031
"128";"MDA";625683;51;527028;19;1152711;98655;0,0855851987184993
"129";"MDG";59424;37;17503;4;76927;41921;0,544945207794402
"130";"MDV";2193;22;8435;22;10628;-6242;-0,587316522393677
"131";"MEX";4395365;67;693754;90;5089119;3701611;0,727357917942182
"132";"MHL";1426;11;1022;6;2448;404;0,165032679738562
"133";"MKD";432296;46;93617;19;525913;338679;0,643982940144092
"134";"MLI";647436;52;142919;23;790355;504517;0,638342263919378
"135";"MLT";110746;36;14979;83;125725;95767;0,761718035394711
"136";"MMR";685310;45;120047;4;805357;565263;0,701878794124842
"137";"MNG";24466;34;6043;30;30509;18423;0,603854600281884
"138";"MNP";2525;8;25498;12;28023;-22973;-0,819790886057881
"139";"MOZ";2222369;47;113741;16;2336110;2108628;0,902623592210983
"140";"MRT";134488;40;110227;35;244715;24261;0,0991398157039822
"141";"MSR";7188;16;1652;10;8840;5536;0,626244343891403
"142";"MTQ";11041;14;37033;15;48074;-25992;-0,540666472521529
"143";"MUS";110708;32;3246;22;113954;107462;0,943029643540376
"144";"MWI";143437;34;1096822;12;1240259;-953385;-0,76869831220737
"145";"MYS";562762;69;609304;22;1172066;-46542;-0,0397093679024901
"146";"MYT";1835;3;12733;3;14568;-10898;-0,748077979132345
"147";"NAM";16079;32;117404;83;133483;-101325;-0,759085426608632
"148";"NCL";4151;10;35367;16;39518;-31216;-0,789918518143631
"149";"NER";149779;45;105305;13;255084;44474;0,174350410061
"150";"NGA";446806;89;299556;9;746362;147250;0,197290322926408
"151";"NIC";442126;47;40112;53;482238;402014;0,833642309399093
"152";"NIU";5860;7;404;7;6264;5456;0,871008939974457
"153";"NLD";723638;91;1180236;180;1903874;-456598;-0,239825744770925
"154";"NOR";138536;64;186730;168;325266;-48194;-0,148167960991927
"155";"NPL";748060;53;411030;6;1159090;337030;0,290771208448007
"156";"NRU";1419;14;2598;10;4017;-1179;-0,293502613890963
"157";"NZL";388173;81;499649;62;887822;-111476;-0,125561204836105
"158";"OMN";12535;33;299352;19;311887;-286817;-0,919618323302991
"159";"PAK";3343328;100;6203799;8;9547127;-2860471;-0,299615894917916
"160";"PAN";134743;49;62485;88;197228;72258;0,366367858519074
"161";"PER";314854;64;55776;77;370630;259078;0,699020586568815
"162";"PHL";2033684;100;128466;90;2162150;1905218;0,881168281571584
"163";"PLW";2958;12;2695;8;5653;263;0,0465239695736777
"164";"PNG";3111;27;32047;21;35158;-28936;-0,823027475965641
"165";"POL";1510415;76;1073550;117;2583965;436865;0,169067692480355
"166";"PRI";1200821;37;312915;45;1513736;887906;0,586565953376282
"167";"PRK";39784;50;31012;20;70796;8772;0,123905305384485
"168";"PRT";1873457;79;431537;128;2304994;1441920;0,625563450490544
"169";"PRY";297979;44;189434;17;487413;108545;0,222696152954476
"170";"PSE";1813063;53;265785;14;2078848;1547278;0,744295879256203
"171";"PYF";3149;10;22416;19;25565;-19267;-0,753647565030315
"172";"QAT";12204;37;305265;33;317469;-293061;-0,92311690275271
"173";"REU";3087;11;44104;5;47191;-41017;-0,869169968849993
"174";"ROU";813066;69;130612;76;943678;682454;0,723185239032806
"175";"RUS";12662893;101;11516298;148;24179191;1146595;0,047420734630865
"176";"RWA";547718;49;139805;5;687523;407913;0,593308151145489
"177";"SAU";107166;64;4830679;17;4937845;-4723513;-0,956594020265926
"178";"SDN";584940;59;1369612;15;1954552;-784672;-0,40145874860326
"179";"SEN";370263;59;234420;26;604683;135843;0,224651594306438
"180";"SGP";156468;55;445694;15;602162;-289226;-0,480312606906447
"181";"SHN";884;9;159;2;1043;725;0,695110258868648
"182";"SLB";2212;18;3925;15;6137;-1713;-0,27912660909239
"183";"SLE";61854;43;221098;39;282952;-159244;-0,562795103056349
"184";"SLV";1242075;45;47116;48;1289191;1194959;0,926906098475711
"185";"SMR";1419;14;3203;9;4622;-1784;-0,385980095196884
"186";"SOM";848067;59;460000;2;1308067;388067;0,296672112361217
"187";"SPM";485;8;945;3;1430;-460;-0,321678321678322
"188";"SRB";742547;44;99189;76;841736;643358;0,764322780539266
"189";"STP";13977;20;5483;6;19460;8494;0,436485097636177
"190";"SUR";179870;37;10581;4;190451;169289;0,888884805015463
"191";"SVK";133006;49;41183;93;174189;91823;0,527145801399629
"192";"SVN";91496;44;174414;74;265910;-82918;-0,311827309992103
"193";"SWE";206848;75;720215;197;927063;-513367;-0,553756325082546
"194";"SWZ";35181;24;67820;17;103001;-32639;-0,316880418636712
"195";"SYC";35633;26;2947;26;38580;32686;0,84722654224987
"196";"SYR";621881;78;248732;5;870613;373149;0,428604902522705
"197";"TCA";2311;10;4481;6;6792;-2170;-0,319493521790342
"198";"TCD";336802;45;69111;10;405913;267691;0,659478755299781
"199";"TGO";193830;41;74051;30;267881;119779;0,44713510849967
"200";"THA";311308;75;528671;49;839979;-217363;-0,258771945489113
"201";"TJK";537701;43;428236;35;965937;109465;0,113325196156685
"202";"TKL";1684;6;245;4;1929;1439;0,745982374287195
"203";"TKM";259987;43;304696;11;564683;-44709;-0,0791753957530154
"204";"TLS";11261;12;7892;15;19153;3369;0,175899336918498
"205";"TON";32666;24;820;5;33486;31846;0,951024308666308
"206";"TTO";197521;51;46645;16;244166;150876;0,617923871464495
"207";"TUN";465576;57;32025;17;497601;433551;0,871282413017659
"208";"TUR";2640033;82;979704;110;3619737;1660329;0,458687744441102
"209";"TUV";2350;18;246;5;2596;2104;0,810477657935285
"210";"TZA";203070;50;569603;27;772673;-366533;-0,474370141055789
"211";"UGA";311602;50;524217;47;835819;-212615;-0,254379237610057
"212";"UKR";5545760;74;6481438;30;12027198;-935678;-0,0777968401285154
"213";"URY";237486;53;91866;17;329352;145620;0,442140931283247
"214";"USA";1739233;157;20134790;150;21874023;-18395557;-0,840977309020842
"215";"UZB";1428020;52;1577433;10;3005453;-149413;-0,049713969907365
"216";"VCT";37049;36;3718;15;40767;33331;0,817597566659308
"217";"VEN";185946;65;1024726;113;1210672;-838780;-0,692821837789261
"218";"VGB";3094;18;7516;21;10610;-4422;-0,416776625824694
"219";"VIR";2362;16;44012;20;46374;-41650;-0,898132574287316
"220";"VNM";1237873;65;27398;22;1265271;1210475;0,95669228173253
"221";"VUT";5060;23;1565;9;6625;3495;0,527547169811321
"222";"WLF";6484;6;1375;5;7859;5109;0,650082707723629
"223";"WSM";74861;24;3124;21;77985;71737;0,919882028595243
"224";"YEM";455492;48;90251;12;545743;365241;0,669254575871793
"225";"ZAF";308303;79;1057863;150;1366166;-749560;-0,548659533321719
"226";"ZMB";85203;47;270330;29;355533;-185127;-0,520702719578773
"227";"ZWE";204365;49;604946;6;809311;-400581;-0,49496547062872
