"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"1";"ABW";4855;25;11989;22;16844;-7134;-0,423533602469722
"2";"AFG";2627404;65;34383;3;2661787;2593021;0,974165476050488
"3";"AGO";457936;55;19706;13;477642;438230;0,917486318204848
"4";"AIA";1586;17;1575;9;3161;11;0,00347991142043657
"5";"ALB";454759;50;32315;6;487074;422444;0,86730969010869
"6";"AND";2676;22;21616;18;24292;-18940;-0,779680553268566
"7";"ARE";66254;49;1717606;33;1783860;-1651352;-0,925718385971993
"8";"ARG";268403;74;681221;132;949624;-412818;-0,434717319697059
"9";"ARM";469689;57;254224;15;723913;215465;0,297639357215577
"10";"ASM";1629;7;12494;10;14123;-10865;-0,769312469022162
"11";"ATG";15328;36;10158;53;25486;5170;0,202856470218944
"12";"AUS";177357;106;2166437;212;2343794;-1989080;-0,848658201190036
"13";"AUT";223303;71;478318;193;701621;-255015;-0,363465460697442
"14";"AZE";845849;48;139904;16;985753;705945;0,716147959985919
"15";"BDI";388446;41;54430;7;442876;334016;0,754197563200535
"16";"BEL";173349;79;600024;170;773373;-426675;-0,551706615048625
"17";"BEN";174756;46;64824;10;239580;109932;0,45885299273729
"18";"BES";2161;9;19620;45;21781;-17459;-0,80157017584133
"19";"BFA";715933;36;233388;8;949321;482545;0,508305409866631
"20";"BGD";3193647;74;447971;17;3641618;2745676;0,753971448954833
"21";"BGR";326590;64;17531;185;344121;309059;0,898111420110949
"22";"BHR";24584;42;161761;33;186345;-137177;-0,736145321849258
"23";"BHS";14803;41;19206;75;34009;-4403;-0,129465729659796
"24";"BIH";732016;45;39240;13;771256;692776;0,898243903450994
"25";"BLR";735869;55;514380;58;1250249;221489;0,17715591054262
"26";"BLZ";20423;36;17956;15;38379;2467;0,0642799447614581
"27";"BMU";6965;26;8249;35;15214;-1284;-0,0843959510976732
"28";"BOL";174725;47;47076;180;221801;127649;0,575511381824248
"29";"BRA";422681;85;351261;60;773942;71420;0,0922808169087606
"30";"BRB";45132;44;9161;14;54293;35971;0,662534765071004
"31";"BRN";27186;25;53268;19;80454;-26082;-0,324185248713551
"32";"BTN";61418;24;24290;24;85708;37128;0,433191767396276
"33";"BWA";16142;30;27915;33;44057;-11773;-0,267222007853463
"34";"CAF";27494;33;45944;25;73438;-18450;-0,251232332035186
"35";"CAN";430966;124;2655502;200;3086468;-2224536;-0,720738397417372
"36";"CHE";169914;83;784764;179;954678;-614850;-0,644039141993426
"37";"CHL";246879;62;84717;210;331596;162162;0,489034849636304
"38";"CHN";2924795;140;201619;20;3126414;2723176;0,871022199875001
"39";"CIV";271366;52;1165869;16;1437235;-894503;-0,622377690495987
"40";"CMR";85102;52;97719;4;182821;-12617;-0,069012859573025
"41";"COD";426567;61;302807;7;729374;123760;0,169679752774297
"42";"COG";70570;47;149841;21;220411;-79271;-0,359650834123524
"43";"COK";9491;9;1495;10;10986;7996;0,727835426906973
"44";"COL";659035;61;55837;91;714872;603198;0,843784621582605
"45";"COM";36958;22;5760;5;42718;31198;0,730324453392013
"46";"CPV";59328;37;5569;35;64897;53759;0,828374192951908
"47";"CRI";44763;49;151443;153;196206;-106680;-0,543714259502768
"48";"CUB";500263;70;6631;36;506894;493632;0,973836739042088
"49";"CYM";559;11;9630;57;10189;-9071;-0,890273824712926
"50";"CYP";76419;44;34376;154;110795;42043;0,379466582427005
"51";"CZE";194082;58;119227;191;313309;74855;0,23891749040085
"52";"DEU";1520562;120;4325371;136;5845933;-2804809;-0,479788085152533
"53";"DJI";5201;24;49561;3;54762;-44360;-0,810050765129104
"54";"DMA";22471;47;1694;33;24165;20777;0,859797227394993
"55";"DNK";100508;72;179977;198;280485;-79469;-0,283327094140507
"56";"DOM";378717;62;215219;98;593936;163498;0,275278817919776
"57";"DZA";580340;71;132835;20;713175;447505;0,627482735653942
"58";"ECU";217738;49;61320;85;279058;156418;0,560521468655262
"59";"EGY";1105651;81;92412;132;1198063;1013239;0,84573098409683
"60";"ERI";255453;46;6078;21;261531;249375;0,953519850419262
"61";"ESH";91073;10;1761;7;92834;89312;0,96206131374281
"62";"ESP";588290;87;832556;173;1420846;-244266;-0,171915886732271
"63";"EST";65087;50;100569;27;165656;-35482;-0,214190853334621
"64";"ETH";239368;62;283479;10;522847;-44111;-0,0843669371728249
"65";"FIN";125863;63;66539;181;192402;59324;0,308333593205892
"66";"FJI";63313;41;5757;14;69070;57556;0,833299551179962
"67";"FLK";530;5;610;7;1140;-80;-0,0701754385964912
"68";"FRA";748747;136;3092789;206;3841536;-2344042;-0,610183530754365
"69";"FRO";5236;10;1840;24;7076;3396;0,479932165065008
"70";"FSM";8518;13;588;12;9106;7930;0,870854381726334
"71";"GAB";8987;33;119341;34;128328;-110354;-0,859937036344368
"72";"GBR";1933223;141;2209100;205;4142323;-275877;-0,0665995867536163
"73";"GEO";502619;49;32174;46;534793;470445;0,879676809531912
"74";"GHA";251589;64;91529;43;343118;160060;0,466486747999231
"75";"GIB";4175;16;3228;3;7403;947;0,127921113062272
"76";"GIN";211833;49;272870;29;484703;-61037;-0,125926598349917
"77";"GLP";3333;13;37452;24;40785;-34119;-0,836557557925708
"78";"GMB";26239;40;93922;7;120161;-67683;-0,563269280382154
"79";"GNB";42479;36;9411;11;51890;33068;0,637271150510696
"80";"GNQ";28900;24;1867;6;30767;27033;0,878636201124582
"81";"GRC";506345;64;559794;212;1066139;-53449;-0,0501332377860673
"82";"GRD";28932;35;2102;15;31034;26830;0,864535670554875
"83";"GRL";5367;15;4537;17;9904;830;0,0838045234248788
"84";"GTM";297961;50;21178;49;319139;276783;0,867280401329828
"85";"GUF";1554;18;36927;16;38481;-35373;-0,919232868168707
"86";"GUM";1389;10;37172;11;38561;-35783;-0,927958299836622
"87";"GUY";172040;51;4057;16;176097;167983;0,953923121915762
"88";"HKG";338537;39;1115536;29;1454073;-776999;-0,534360379430744
"89";"HND";148486;45;14486;42;162972;134000;0,822227131040915
"90";"HRV";435927;51;225329;71;661256;210598;0,318481798274798
"91";"HTI";435265;55;8904;21;444169;426361;0,959907152457736
"92";"HUN";210809;64;135627;159;346436;75182;0,21701555265619
"93";"IDN";1349563;82;137489;19;1487052;1212074;0,81508514833375
"94";"IMN";3675;5;17951;8;21626;-14276;-0,66013132340701
"95";"IND";4626746;126;3287476;36;7914222;1339270;0,16922320349366
"96";"IRL";361701;70;172959;204;534660;188742;0,353013129839524
"97";"IRN";456731;73;1564483;7;2021214;-1107752;-0,548062698952214
"98";"IRQ";669164;69;114511;22;783675;554653;0,707758956199955
"99";"ISL";12770;41;7207;161;19977;5563;0,278470240776893
"100";"ISR";152335;68;707906;57;860241;-555571;-0,645831807598103
"101";"ITA";1590886;106;976685;191;2567571;614201;0,239214806523364
"102";"JAM";385849;61;11135;21;396984;374714;0,943902021240151
"103";"JEY";6316;5;29616;4;35932;-23300;-0,64844706668151
"104";"JOR";226322;65;981804;83;1208126;-755482;-0,625333781410217
"105";"JPN";342999;101;779495;42;1122494;-436496;-0,388862657617769
"106";"KAZ";1652933;56;1232064;18;2884997;420869;0,145881954123349
"107";"KEN";154219;59;316754;13;470973;-162535;-0,345104708762498
"108";"KGZ";273035;44;159103;23;432138;113932;0,263647260828717
"109";"KHM";223795;42;68527;26;292322;155268;0,531154001409405
"110";"KIR";1898;16;916;7;2814;982;0,348969438521677
"111";"KNA";14506;31;1417;13;15923;13089;0,822018463857313
"112";"KOR";961244;86;136991;28;1098235;824253;0,750525160826235
"113";"KWT";66343;50;738717;32;805060;-672374;-0,835184955158622
"114";"LAO";317565;37;9181;6;326746;308384;0,94380344365348
"115";"LBN";316853;87;351820;30;668673;-34967;-0,0522931238437921
"116";"LBR";123298;40;73239;25;196537;50059;0,254705220899881
"117";"LBY";42661;57;368950;86;411611;-326289;-0,792712050941301
"118";"LCA";17697;35;3198;59;20895;14499;0,693898061737258
"119";"LIE";1203;25;7947;47;9150;-6744;-0,737049180327869
"120";"LKA";525749;71;21083;49;546832;504666;0,922890394124704
"121";"LSO";67217;25;1944;15;69161;65273;0,943783346105464
"122";"LTU";151603;51;95553;57;247156;56050;0,22677984754568
"123";"LUX";20008;43;69169;77;89177;-49161;-0,551274431748096
"124";"LVA";108979;48;177632;139;286611;-68653;-0,239533723409081
"125";"MAC";51266;13;101657;5;152923;-50391;-0,329518777423932
"126";"MAR";1134396;65;21833;18;1156229;1112563;0,962234124900863
"127";"MCO";2534;28;5539;2;8073;-3005;-0,372228415706677
"128";"MDA";299271;51;97124;19;396395;202147;0,509963546462493
"129";"MDG";32323;38;9712;4;42035;22611;0,537908885452599
"130";"MDV";699;23;14317;22;15016;-13618;-0,906899307405434
"131";"MEX";5173006;67;269957;90;5442963;4903049;0,900805131322774
"132";"MHL";3489;11;1029;6;4518;2460;0,544488711819389
"133";"MKD";267120;46;51833;19;318953;215287;0,674980326254966
"134";"MLI";430285;53;72133;23;502418;358152;0,71285662535976
"135";"MLT";52321;37;10228;83;62549;42093;0,672960399047147
"136";"MMR";656672;45;45265;4;701937;611407;0,871028311657599
"137";"MNG";13870;36;4095;30;17965;9775;0,544113554133036
"138";"MNP";1337;8;16863;12;18200;-15526;-0,853076923076923
"139";"MOZ";391217;48;95948;16;487165;295269;0,606096497080045
"140";"MRT";65706;41;30084;35;95790;35622;0,371875978703414
"141";"MSR";7084;16;515;10;7599;6569;0,864455849453876
"142";"MTQ";6596;14;24752;15;31348;-18156;-0,579175704989154
"143";"MUS";53308;33;5126;22;58434;48182;0,824554197898484
"144";"MWI";110218;35;85398;12;195616;24820;0,126881236708654
"145";"MYS";541038;70;751283;22;1292321;-210245;-0,162687908035233
"146";"MYT";2977;3;23251;3;26228;-20274;-0,772990696965075
"147";"NAM";24831;33;71800;83;96631;-46969;-0,486065548323002
"148";"NCL";2276;10;25405;16;27681;-23129;-0,835555073877389
"149";"NER";126971;46;53121;13;180092;73850;0,410068187370899
"150";"NGA";352621;89;242576;9;595197;110045;0,184888364692698
"151";"NIC";245431;48;14726;53;260157;230705;0,886791437478138
"152";"NIU";2789;7;232;7;3021;2557;0,846408474015227
"153";"NLD";376233;92;763335;180;1139568;-387102;-0,339691883239965
"154";"NOR";71238;65;137109;168;208347;-65871;-0,316160059900071
"155";"NPL";524844;55;223753;6;748597;301091;0,402207062010668
"156";"NRU";773;14;1190;10;1963;-417;-0,212429954151808
"157";"NZL";245677;81;313544;62;559221;-67867;-0,121359891706499
"158";"OMN";8240;34;470774;19;479014;-462534;-0,965595995106615
"159";"PAK";2057564;101;2248056;8;4305620;-190492;-0,0442426410133732
"160";"PAN";68256;49;42145;88;110401;26111;0,236510538853815
"161";"PER";314501;65;32335;77;346836;282166;0,813543000149927
"162";"PHL";1319731;100;119072;90;1438803;1200659;0,834484637577208
"163";"PLW";1857;12;3419;8;5276;-1562;-0,296057619408643
"164";"PNG";2281;27;15105;21;17386;-12824;-0,737604969515702
"165";"POL";882599;76;321970;117;1204569;560629;0,465418751437236
"166";"PRI";688515;37;163690;45;852205;524825;0,6158436057052
"167";"PRK";36008;50;16198;20;52206;19810;0,379458299812282
"168";"PRT";1021757;79;317932;128;1339689;703825;0,525364468917786
"169";"PRY";162820;44;90051;17;252871;72769;0,287771235135702
"170";"PSE";1400427;54;114411;14;1514838;1286016;0,84894622395266
"171";"PYF";2126;10;15562;19;17688;-13436;-0,759611035730439
"172";"QAT";7498;38;267784;33;275282;-260286;-0,945524952594067
"173";"REU";1057;11;46668;5;47725;-45611;-0,955704557359874
"174";"ROU";542812;69;55594;76;598406;487218;0,814193039508294
"175";"RUS";4532634;101;5978349;148;10510983;-1445715;-0,13754327259401
"176";"RWA";157929;50;170544;5;328473;-12615;-0,0384049830579682
"177";"SAU";89883;65;3401709;17;3491592;-3311826;-0,948514603080772
"178";"SDN";502757;60;386740;15;889497;116017;0,130429894648324
"179";"SEN";241862;60;107342;26;349204;134520;0,385218955109334
"180";"SGP";91234;56;535551;15;626785;-444317;-0,708882631205278
"181";"SHN";1594;9;56;2;1650;1538;0,932121212121212
"182";"SLB";1346;18;2080;15;3426;-734;-0,214244016345593
"183";"SLE";254797;44;53664;39;308461;201133;0,652053257948331
"184";"SLV";480302;45;14841;48;495143;465461;0,940053681461719
"185";"SMR";1693;14;2106;9;3799;-413;-0,108712819162938
"186";"SOM";517694;60;293;2;517987;517401;0,998868697476964
"187";"SPM";262;8;661;3;923;-399;-0,43228602383532
"188";"SRB";591625;45;409577;76;1001202;182048;0,181829441011904
"189";"STP";11887;20;2180;6;14067;9707;0,690054738039383
"190";"SUR";99756;37;8740;4;108496;91016;0,838888069606253
"191";"SVK";125263;49;51151;93;176414;74112;0,420102712936615
"192";"SVN";52242;44;110411;152;162653;-58169;-0,357626357952205
"193";"SWE";113193;75;436775;197;549968;-323582;-0,588365141244582
"194";"SWZ";19128;24;14554;17;33682;4574;0,135799536844605
"195";"SYC";8747;27;3590;26;12337;5157;0,41801086163573
"196";"SYR";407719;78;197733;5;605452;209986;0,346825181847611
"197";"TCA";356;10;3986;6;4342;-3630;-0,836020267157992
"198";"TCD";107499;46;53158;10;160657;54341;0,338242342381596
"199";"TGO";130918;42;64726;30;195644;66192;0,338328801292143
"200";"THA";200011;75;647685;49;847696;-447674;-0,528106774126574
"201";"TJK";299120;44;131508;35;430628;167612;0,389226896532506
"202";"TKL";1017;6;125;4;1142;892;0,781085814360771
"203";"TKM";109624;44;101636;11;211260;7988;0,03781122787087
"204";"TLS";74436;12;4466;15;78902;69970;0,886796278928291
"205";"TON";22966;24;540;5;23506;22426;0,954054284012593
"206";"TTO";133406;51;17402;16;150808;116004;0,769216487189009
"207";"TUN";282158;57;15188;17;297346;266970;0,897842917005778
"208";"TUR";1504358;82;566779;110;2071137;937579;0,452688064575158
"209";"TUV";1354;18;65;5;1419;1289;0,908386187455955
"210";"TZA";108657;51;477875;27;586532;-369218;-0,629493360976042
"211";"UGA";254466;51;289462;47;543928;-34996;-0,0643393978614817
"212";"UKR";2618904;74;2202706;30;4821610;416198;0,0863192999848598
"213";"URY";115418;54;37550;17;152968;77868;0,509047643951676
"214";"USA";995537;158;16364505;150;17360042;-15368968;-0,885307074717907
"215";"UZB";787236;52;568313;10;1355549;218923;0,161501354801634
"216";"VCT";26271;36;1958;15;28229;24313;0,861277409755925
"217";"VEN";141875;65;508556;113;650431;-366681;-0,563750805235298
"218";"VGB";2381;18;5003;21;7384;-2622;-0,355092091007584
"219";"VIR";2256;16;25219;20;27475;-22963;-0,835777979981802
"220";"VNM";967850;66;30862;22;998712;936988;0,938196396959284
"221";"VUT";3332;23;688;9;4020;2644;0,65771144278607
"222";"WLF";3762;6;995;5;4757;2767;0,581669119192769
"223";"WSM";46571;24;2934;21;49505;43637;0,881466518533481
"224";"YEM";343820;49;63981;12;407801;279839;0,686214599768024
"225";"ZAF";245979;78;588055;150;834034;-342076;-0,410146348949803
"226";"ZMB";77131;48;171921;29;249052;-94790;-0,380603247514575
"227";"ZWE";181681;50;206410;6;388091;-24729;-0,0637195915390978
