"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"1";"ABW";6345;27;14557;22;20902;-8212;-0,392881064013013
"2";"AFG";2784052;67;41300;3;2825352;2742752;0,970764704716439
"3";"AGO";327846;56;28126;13;355972;299720;0,841976335217377
"4";"AIA";1220;19;1988;9;3208;-768;-0,239401496259352
"5";"ALB";582786;53;24119;6;606905;558667;0,920518038243218
"6";"AND";3864;24;26161;18;30025;-22297;-0,742614487926728
"7";"ARE";65902;52;5327194;33;5393096;-5261292;-0,975560605633573
"8";"ARG";462852;76;813232;132;1276084;-350380;-0,274574401058238
"9";"ARM";494349;58;74764;15;569113;419585;0,737261317172512
"10";"ASM";1098;8;11814;10;12912;-10716;-0,829925650557621
"11";"ATG";18705;39;11606;53;30311;7099;0,234205403978754
"12";"AUS";237233;108;2892221;212;3129454;-2654988;-0,848386971017948
"13";"AUT";233202;73;608918;193;842120;-375716;-0,44615494228851
"14";"AZE";621832;48;128255;16;750087;493577;0,658026335611736
"15";"BDI";144061;42;105835;7;249896;38226;0,152967634535967
"16";"BEL";219794;81;688259;170;908053;-468465;-0,515900503604966
"17";"BEN";298042;48;127090;10;425132;170952;0,40211510777829
"18";"BES";5273;11;5244;45;10517;29;0,00275744033469621
"19";"BFA";801820;37;298697;8;1100517;503123;0,457169675706963
"20";"BGD";4346730;76;577956;17;4924686;3768774;0,765282091081543
"21";"BGR";512252;66;33275;185;545527;478977;0,878007871287764
"22";"BHR";28058;44;464454;33;492512;-436396;-0,886061659411344
"23";"BHS";15393;43;27403;75;42796;-12010;-0,280633704084494
"24";"BIH";757830;48;18069;13;775899;739761;0,953424350334257
"25";"BLR";622804;56;499191;58;1121995;123613;0,110172505225068
"26";"BLZ";24344;39;22886;15;47230;1458;0,0308702096125344
"27";"BMU";7586;27;8686;35;16272;-1100;-0,0676007866273353
"28";"BOL";368772;48;62814;180;431586;305958;0,708915488454213
"29";"BRA";646236;86;316596;158;962832;329640;0,342365023181614
"30";"BRB";45125;48;8295;21;53420;36830;0,689442156495695
"31";"BRN";26186;26;56156;19;82342;-29970;-0,363969784557091
"32";"BTN";44205;24;36421;24;80626;7784;0,0965445389824622
"33";"BWA";28157;31;51539;33;79696;-23382;-0,29338988154989
"34";"CAF";120300;37;34820;25;155120;85480;0,551057246003094
"35";"CAN";486456;128;3234400;200;3720856;-2747944;-0,738524683567437
"36";"CHE";291642;85;936592;179;1228234;-644950;-0,525103522618654
"37";"CHL";270591;64;178111;210;448702;92480;0,206105611296584
"38";"CHN";4105860;143;427173;20;4533033;3678687;0,811528837314884
"39";"CIV";463781;54;1274771;16;1738552;-810990;-0,466474399385236
"40";"CMR";136673;54;155117;22;291790;-18444;-0,0632098426950889
"41";"COD";632651;66;204970;7;837621;427681;0,510590111756988
"42";"COG";93049;50;223367;21;316416;-130318;-0,41185654328479
"43";"COK";10066;9;1527;10;11593;8539;0,736565168636246
"44";"COL";1163939;64;65228;91;1229167;1098711;0,893866333866757
"45";"COM";54167;22;5361;5;59528;48806;0,819883080231152
"46";"CPV";70177;38;6582;35;76759;63595;0,828502195182324
"47";"CRI";56998;50;189031;153;246029;-132033;-0,536656247840702
"48";"CUB";617295;74;2453;36;619748;614842;0,992083879254148
"49";"CUW";52437;15;13934;43;66371;38503;0,580117822542978
"50";"CYM";653;11;12273;57;12926;-11620;-0,898963329723039
"51";"CYP";82161;45;83043;154;165204;-882;-0,00533885378078013
"52";"CZE";337293;60;236160;191;573453;101133;0,176357957844845
"53";"DEU";1734554;123;4792411;136;6526965;-3057857;-0,468496000821209
"54";"DJI";7194;24;49914;3;57108;-42720;-0,748056314351755
"55";"DMA";31348;50;3396;33;34744;27952;0,804513009440479
"56";"DNK";111814;73;242029;198;353843;-130215;-0,368002193063025
"57";"DOM";497213;65;234226;98;731439;262987;0,359547412702905
"58";"DZA";914618;73;111130;20;1025748;803488;0,783319099817889
"59";"ECU";556385;50;141480;85;697865;414905;0,594534759588172
"60";"EGY";1765924;84;171115;132;1937039;1594809;0,823323123592246
"61";"ERI";168238;47;7489;21;175727;160749;0,914765516966659
"62";"ESH";76149;10;2503;7;78652;73646;0,936352540304125
"63";"ESP";489494;89;3237128;173;3726622;-2747634;-0,73729881914506
"64";"EST";70824;51;87602;147;158426;-16778;-0,10590433388459
"65";"ETH";359614;65;285970;10;645584;73644;0,114073459069618
"66";"FIN";114849;63;113556;181;228405;1293;0,00566099691337755
"67";"FJI";87171;41;6216;14;93387;80955;0,866876545986058
"68";"FLK";515;5;773;7;1288;-258;-0,200310559006211
"69";"FRA";943996;138;3554527;206;4498523;-2610531;-0,580308470135642
"70";"FRO";5343;11;2563;30;7906;2780;0,351631672147736
"71";"FSM";9712;13;532;12;10244;9180;0,896134322530262
"72";"GAB";18144;35;154005;34;172149;-135861;-0,789205862363418
"73";"GBR";2237000;145;3432474;205;5669474;-1195474;-0,210861536713988
"74";"GEO";409632;50;30868;46;440500;378764;0,859850170261067
"75";"GHA";405405;67;157336;43;562741;248069;0,440822687524101
"76";"GIB";5124;17;4074;3;9198;1050;0,114155251141553
"77";"GIN";257058;51;61755;29;318813;195303;0,612594216672469
"78";"GLP";4423;16;40360;24;44783;-35937;-0,802469687158073
"79";"GMB";48148;40;94843;7;142991;-46695;-0,326559014203691
"80";"GNB";49363;38;9998;11;59361;39365;0,663145836491973
"81";"GNQ";40116;27;3700;6;43816;36416;0,831111922585357
"82";"GRC";410486;67;640731;212;1051217;-230245;-0,219027089554298
"83";"GRD";27957;38;2316;15;30273;25641;0,846992369438113
"84";"GRL";6715;15;4000;17;10715;2715;0,253383107792814
"85";"GTM";463793;51;30863;49;494656;432930;0,875214290335102
"86";"GUF";1670;18;44678;16;46348;-43008;-0,927936480538535
"87";"GUM";1008;10;37656;11;38664;-36648;-0,947858472998138
"88";"GUY";204264;54;6707;16;210971;197557;0,936417801498784
"89";"HKG";487259;41;1135800;29;1623059;-648541;-0,399579436114152
"90";"HND";250151;46;14214;42;264365;235937;0,892466854538233
"91";"HRV";384541;56;258230;71;642771;126311;0,196510110132536
"92";"HTI";587907;58;8878;21;596785;579029;0,970247241468871
"93";"HUN";248923;65;206241;159;455164;42682;0,0937727939819494
"94";"IDN";1907249;87;153336;19;2060585;1753913;0,851172361246927
"95";"IMN";4533;6;20479;8;25012;-15946;-0,63753398368783
"96";"IND";8506094;129;2784631;36;11290725;5721463;0,506740089763943
"97";"IRL";328902;71;360440;204;689342;-31538;-0,0457508754725521
"98";"IRN";532372;75;1422118;7;1954490;-889746;-0,455231799599896
"99";"IRQ";1398459;71;59949;22;1458408;1338510;0,917788437803413
"100";"ISL";16474;43;17619;161;34093;-1145;-0,0335846068107823
"101";"ISR";173614;70;624991;57;798605;-451377;-0,565206829408782
"102";"ITA";1332956;110;2640957;191;3973913;-1308001;-0,329146863557406
"103";"JAM";426930;64;10709;21;437639;416221;0,951060120327485
"104";"JEY";7744;5;35572;4;43316;-27828;-0,642441592021424
"105";"JOR";384985;67;1380700;83;1765685;-995715;-0,563925615271127
"106";"JPN";354916;104;941151;42;1296067;-586235;-0,452318437241285
"107";"KAZ";1780215;58;1503986;18;3284201;276229;0,0841084330709357
"108";"KEN";212308;62;443663;13;655971;-231355;-0,352690896396335
"109";"KGZ";353008;44;92420;23;445428;260588;0,585028332300619
"110";"KHM";450423;44;41524;26;491947;408899;0,831185066684013
"111";"KIR";1736;18;1261;7;2997;475;0,158491825158492
"112";"KNA";16141;36;1753;13;17894;14388;0,804068402816587
"113";"KOR";1134380;88;501340;28;1635720;633040;0,387010001711784
"114";"KWT";105434;52;1250074;32;1355508;-1144640;-0,844436181859495
"115";"LAO";553724;38;17852;6;571576;535872;0,937534116198021
"116";"LBN";416490;90;426402;30;842892;-9912;-0,0117595136743497
"117";"LBR";109124;42;52652;25;161776;56472;0,349075264563347
"118";"LBY";67544;61;489737;86;557281;-422193;-0,757594463116453
"119";"LCA";21455;37;4056;59;25511;17399;0,682019520990945
"120";"LIE";1571;27;10557;47;12128;-8986;-0,740930079155673
"121";"LKA";800036;72;19839;49;819875;780197;0,951604817807593
"122";"LSO";130516;25;2020;15;132536;128496;0,969517715941329
"123";"LTU";226100;53;69339;57;295439;156761;0,530603610220722
"124";"LUX";28987;46;81301;77;110288;-52314;-0,474339910053678
"125";"LVA";123206;49;124675;139;247881;-1469;-0,00592623073168173
"126";"MAC";60844;13;133918;5;194762;-73074;-0,375196393546996
"127";"MAR";1581825;68;29644;18;1611469;1552181;0,963208724461966
"128";"MCO";13101;30;5191;2;18292;7910;0,432429477367155
"129";"MDA";384039;51;49716;19;433755;334323;0,770764602137151
"130";"MDG";64627;40;12001;4;76628;52626;0,686772459153312
"131";"MDV";1307;24;39780;22;41087;-38473;-0,936378903302748
"132";"MEX";6668177;69;489327;90;7157504;6178850;0,863268815497693
"133";"MHL";3210;11;1676;6;4886;1534;0,313958248055669
"134";"MKD";259717;49;53481;19;313198;206236;0,658484409223558
"135";"MLI";564457;56;158997;56;723454;405460;0,560450284330448
"136";"MLT";49441;38;16655;83;66096;32786;0,496036068748487
"137";"MMR";1383025;46;36098;4;1419123;1346927;0,949126326611576
"138";"MNE";67878;32;31471;29;99349;36407;0,366455626126081
"139";"MNG";27679;36;11515;30;39194;16164;0,412410062764709
"140";"MNP";1339;8;9958;12;11297;-8619;-0,762945914844649
"141";"MOZ";514179;49;137735;16;651914;376444;0,577444264120728
"142";"MRT";69184;42;32389;35;101573;36795;0,362251779508334
"143";"MSR";7841;16;544;10;8385;7297;0,870244484197973
"144";"MTQ";6782;16;25610;15;32392;-18828;-0,58125463077303
"145";"MUS";67951;34;12595;22;80546;55356;0,687259454224915
"146";"MWI";150989;36;79517;12;230506;71472;0,310065681587464
"147";"MYS";737868;72;1364789;22;2102657;-626921;-0,298156570472502
"148";"MYT";3104;3;33784;3;36888;-30680;-0,831706788115376
"149";"NAM";48863;35;54774;83;103637;-5911;-0,057035614693594
"150";"NCL";2436;10;29883;16;32319;-27447;-0,849252761533463
"151";"NER";201800;48;54801;13;256601;146999;0,572869942050109
"152";"NGA";530763;92;516783;9;1047546;13980;0,0133454759981901
"153";"NIC";287893;49;18236;53;306129;269657;0,880860682914719
"154";"NIU";2613;7;289;7;2902;2324;0,800827015851137
"155";"NLD";434316;97;878988;180;1313304;-444672;-0,338590303539774
"156";"NOR";81137;66;263315;168;344452;-182178;-0,528892269459896
"157";"NPL";837595;57;177257;6;1014852;660338;0,650674186975047
"158";"NRU";1103;14;437;10;1540;666;0,432467532467532
"159";"NZL";337946;83;440164;62;778110;-102218;-0,131367030368457
"160";"OMN";10845;35;638442;19;649287;-627597;-0,966594125556187
"161";"PAK";3239398;102;2072686;8;5312084;1166712;0,219633575071479
"162";"PAN";69152;49;80610;88;149762;-11458;-0,0765080594543342
"163";"PER";565779;68;55432;77;621211;510347;0,821535677893663
"164";"PHL";2162377;102;80708;90;2243085;2081669;0,928038393551738
"165";"PLW";1360;13;3111;8;4471;-1751;-0,391634980988593
"166";"PNG";2098;28;17757;21;19855;-15659;-0,788667841853437
"167";"POL";1740782;77;259289;117;2000071;1481493;0,740720204432743
"168";"PRI";738105;39;134962;45;873067;603143;0,690832433249682
"169";"PRK";50351;53;20810;20;71161;29541;0,415129073509366
"170";"PRT";999435;81;370057;128;1369492;629378;0,459570410049858
"171";"PRY";329101;44;81583;17;410684;247518;0,602696964089178
"172";"PSE";1713347;55;103971;14;1817318;1609376;0,885577537888251
"173";"PYF";787;11;15903;19;16690;-15116;-0,905692031156381
"174";"QAT";11113;39;1169563;33;1180676;-1158450;-0,981175191161674
"175";"REU";1094;12;58863;5;59957;-57769;-0,963507180145771
"176";"ROU";1584365;71;78647;76;1663012;1505718;0,905416196635983
"177";"RUS";4378173;102;5514019;148;9892192;-1135846;-0,114822478172684
"178";"RWA";160212;53;206433;5;366645;-46221;-0,1260647220063
"179";"SAU";120238;68;5734295;17;5854533;-5614057;-0,958924819451867
"180";"SDN";707448;62;299958;15;1007406;407490;0,404494315102352
"181";"SEN";350987;63;117165;26;468152;233822;0,499457441172952
"182";"SGP";134448;59;838276;15;972724;-703828;-0,723563929747801
"183";"SHN";1774;9;114;2;1888;1660;0,879237288135593
"184";"SLB";1637;18;1211;15;2848;426;0,149578651685393
"185";"SLE";63071;45;43037;39;106108;20034;0,188807629961926
"186";"SLV";670408;46;19080;48;689488;651328;0,944654584271227
"187";"SMR";863;15;2660;9;3523;-1797;-0,510076639227931
"188";"SOM";835448;61;13375;2;848823;822073;0,968485773830351
"189";"SPM";192;8;519;3;711;-327;-0,459915611814346
"190";"SRB";406284;48;364318;76;770602;41966;0,0544587218823725
"191";"SSD";210619;22;131218;12;341837;79401;0,232277371963831
"192";"STP";14294;21;1332;6;15626;12962;0,829514911045693
"193";"SUR";117293;41;12710;4;130003;104583;0,804466050783443
"194";"SVK";119693;52;66600;93;186293;53093;0,284997289216449
"195";"SVN";54640;47;132318;153;186958;-77678;-0,4154836915243
"196";"SWE";134626;76;626788;197;761414;-492162;-0,646378973856535
"197";"SWZ";37912;24;12089;17;50001;25823;0,51644967100658
"198";"SXM";12488;12;11431;33;23919;1057;0,0441908106526193
"199";"SYC";11192;28;7571;26;18763;3621;0,192986196237275
"200";"SYR";662355;79;823463;5;1485818;-161108;-0,108430507639563
"201";"TCA";959;11;6535;6;7494;-5576;-0,744061916199626
"202";"TCD";112335;48;181952;10;294287;-69617;-0,236561587837723
"203";"TGO";210148;43;119728;30;329876;90420;0,274102996277389
"204";"THA";281535;78;1624267;49;1905802;-1342732;-0,704549580701458
"205";"TJK";336638;45;121651;35;458289;214987;0,469107920984357
"206";"TKL";1090;6;180;4;1270;910;0,716535433070866
"207";"TKM";113917;45;88975;11;202892;24942;0,122932397531692
"208";"TLS";19014;13;5113;15;24127;13901;0,576159489368757
"209";"TON";25606;25;685;5;26291;24921;0,947890913240272
"210";"TTO";148451;55;19423;16;167874;129028;0,768600259718598
"211";"TUN";361870;59;18089;17;379959;343781;0,904784463586861
"212";"TUR";1441268;84;576391;110;2017659;864877;0,428653702136982
"213";"TUV";1476;18;52;5;1528;1424;0,931937172774869
"214";"TZA";132166;54;151046;27;283212;-18880;-0,0666638419276019
"215";"UGA";338358;54;240557;47;578915;97801;0,16893844519489
"216";"UKR";2439791;76;1927891;30;4367682;511900;0,117201755988646
"217";"URY";161245;56;31463;17;192708;129782;0,673464516262947
"218";"USA";1339082;162;20495047;150;21834129;-19155965;-0,877340470050351
"219";"UZB";970766;53;519222;10;1489988;451544;0,303052105117625
"220";"VCT";26010;39;2146;15;28156;23864;0,84756357437136
"221";"VEN";246178;68;676151;113;922329;-429973;-0,466181807142571
"222";"VGB";2204;21;7111;21;9315;-4907;-0,526784755770263
"223";"VIR";2080;19;26061;20;28141;-23981;-0,852172986034611
"224";"VNM";1197972;68;33447;22;1231419;1164525;0,945677303988326
"225";"VUT";3971;23;1095;9;5066;2876;0,567706277141729
"226";"WLF";3633;6;806;5;4439;2827;0,636855147555756
"227";"WSM";51456;24;2360;21;53816;49096;0,912293741638175
"228";"YEM";591862;50;137730;12;729592;454132;0,622446518053926
"229";"ZAF";368224;82;1129092;150;1497316;-760868;-0,508154591282001
"230";"ZMB";98980;50;65912;29;164892;33068;0,20054338597385
"231";"ZWE";365827;52;163518;6;529345;202309;0,382187420302449
