"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"1";"ABW";17553;27;34496;22;52049;-16943;-0,325520182904571
"2";"AFG";4977199;68;364151;3;5341350;4613048;0,863648328606064
"3";"AGO";644666;57;109135;13;753801;535531;0,710440819261317
"4";"AIA";2565;19;4022;9;6587;-1457;-0,221193259450433
"5";"ALB";1129100;54;46266;6;1175366;1082834;0,921273884049734
"6";"AND";8723;25;39778;18;48501;-31055;-0,640296076369559
"7";"ARE";144851;52;7752055;33;7896906;-7607204;-0,963314493043225
"8";"ARG";946885;77;2042145;132;2989030;-1095260;-0,366426566478088
"9";"ARM";946993;59;171295;15;1118288;775698;0,693647790193582
"10";"ASM";1967;8;22944;10;24911;-20977;-0,842077796957168
"11";"ATG";52584;40;27688;53;80272;24896;0,310145505282041
"12";"AUS";529753;109;6639700;212;7169453;-6109947;-0,852219409207369
"13";"AUT";531508;74;1492374;193;2023882;-960866;-0,474763844927718
"14";"AZE";1137822;49;261751;16;1399573;876071;0,625955916554549
"15";"BDI";462053;43;262969;7;725022;199084;0,2745902882947
"16";"BEL";532515;81;1674398;170;2206913;-1141883;-0,517411878039597
"17";"BEN";635130;48;327296;10;962426;307834;0,319852123695744
"18";"BES";11643;11;12409;45;24052;-766;-0,0318476633959754
"19";"BFA";1518093;37;658342;8;2176435;859751;0,39502718895809
"20";"BGD";7307740;77;1138134;17;8445874;6169606;0,730487572985342
"21";"BGR";1155799;67;123339;185;1279138;1032460;0,807152942059418
"22";"BHR";57939;45;696373;33;754312;-638434;-0,846379217087889
"23";"BHS";43147;44;58298;75;101445;-15151;-0,149351865542905
"24";"BIH";1606134;49;37621;13;1643755;1568513;0,95422553847745
"25";"BLR";1472236;56;1082594;58;2554830;389642;0,152511908815851
"26";"BLZ";63263;40;53295;15;116558;9968;0,0855196554505053
"27";"BMU";16520;27;18086;35;34606;-1566;-0,0452522683927643
"28";"BOL";825842;49;139511;180;965353;686331;0,710963761442705
"29";"BRA";1530891;86;699516;158;2230407;831375;0,37274587104506
"30";"BRB";103712;49;20397;21;124109;83315;0,671305062485396
"31";"BRN";45663;26;101707;19;147370;-56044;-0,380294496844677
"32";"BTN";47997;25;47189;24;95186;808;0,00848864328787847
"33";"BWA";77445;32;96644;33;174089;-19199;-0,110282671507103
"34";"CAF";685848;39;58076;25;743924;627772;0,843865771234696
"35";"CAN";1286881;128;7424859;201;8711740;-6137978;-0,704563956224589
"36";"CHE";656077;86;2271493;179;2927570;-1615416;-0,55179415009718
"37";"CHL";620024;65;639724;210;1259748;-19700;-0,0156380482445696
"38";"CHN";10164016;143;813787;20;10977803;9350229;0,851739551165201
"39";"CIV";1055616;54;2399110;16;3454726;-1343494;-0,388885833493018
"40";"CMR";352061;55;490605;22;842666;-138544;-0,16441152247747
"41";"COD";1519230;67;789387;8;2308617;729843;0,316138623253662
"42";"COG";226756;51;381703;21;608459;-154947;-0,254654791859435
"43";"COK";21561;9;2854;10;24415;18707;0,766209297562974
"44";"COL";2703845;65;138319;91;2842164;2565526;0,902666418968082
"45";"COM";116052;23;11204;5;127256;104848;0,823914000125731
"46";"CPV";172322;38;13416;35;185738;158906;0,855538446629123
"47";"CRI";139539;51;397749;153;537288;-258210;-0,480580247465047
"48";"CUB";1507725;74;4512;36;1512237;1503213;0,994032681385259
"49";"CUW";71468;15;37047;43;108515;34421;0,317200387043266
"50";"CYM";1760;11;26099;57;27859;-24339;-0,873649449011092
"51";"CYP";192426;45;189439;154;381865;2987;0,0078221360952169
"52";"CZE";836816;60;416454;191;1253270;420362;0,335412161784771
"53";"DEU";3756665;124;10118825;136;13875490;-6362160;-0,458517861351203
"54";"DJI";17079;25;105630;3;122709;-88551;-0,721634109967484
"55";"DMA";73856;51;6495;33;80351;67361;0,838334308222673
"56";"DNK";241942;74;595876;198;837818;-353934;-0,422447357301944
"57";"DOM";1456989;66;540821;98;1997810;916168;0,458586151836261
"58";"DZA";1838908;74;231471;20;2070379;1607437;0,776397461527575
"59";"ECU";1130997;51;316204;85;1447201;814793;0,56301301616016
"60";"EGY";3187827;85;336162;133;3523989;2851665;0,809215068491985
"61";"ERI";587393;48;13715;21;601108;573678;0,954367601163185
"62";"ESH";188053;11;4967;7;193020;183086;0,94853383069112
"63";"ESP";1237431;89;5876030;173;7113461;-4638599;-0,652087500022844
"64";"EST";195154;51;194628;147;389782;526;0,00134947226911453
"65";"ETH";781487;66;1089661;10;1871148;-308174;-0,16469782187192
"66";"FIN";288914;64;312614;181;601528;-23700;-0,0393996621936136
"67";"FJI";207986;42;11975;14;219961;196011;0,891117061660931
"68";"FLK";1454;5;1506;7;2960;-52;-0,0175675675675676
"69";"FRA";2135431;138;7874172;206;10009603;-5738741;-0,573323537407028
"70";"FRO";14777;11;5186;30;19963;9591;0,480438811801833
"71";"FSM";20634;14;960;12;21594;19674;0,91108641289247
"72";"GAB";43455;36;368751;34;412206;-325296;-0,789158818648928
"73";"GBR";4452024;146;8358278;205;12810302;-3906254;-0,304930672204293
"74";"GEO";841744;50;73673;46;915417;768071;0,83903947599837
"75";"GHA";905935;68;353230;43;1259165;552705;0,438945650490603
"76";"GIB";12679;17;8741;3;21420;3938;0,183846872082166
"77";"GIN";485597;51;116432;145;602029;369165;0,613201357409693
"78";"GLP";11397;16;93022;24;104419;-81625;-0,781706394430132
"79";"GMB";90254;40;186955;7;277209;-96701;-0,348837880443997
"80";"GNB";98419;38;21642;11;120061;76777;0,639483262674807
"81";"GNQ";117022;28;8746;6;125768;108276;0,860918516633802
"82";"GRC";826534;67;1242924;212;2069458;-416390;-0,201207272628872
"83";"GRD";69920;38;4823;15;74743;65097;0,870944436268279
"84";"GRL";18161;15;5525;17;23686;12636;0,533479692645445
"85";"GTM";1119480;51;76258;49;1195738;1043222;0,872450319384347
"86";"GUF";4413;18;103768;16;108181;-99355;-0,918414509017295
"87";"GUM";2145;10;73602;11;75747;-71457;-0,94336409362747
"88";"GUY";483491;54;14507;16;497998;468984;0,941738721842256
"89";"HKG";1043301;41;2806766;29;3850067;-1763465;-0,458034886146137
"90";"HND";731125;47;38107;42;769232;693018;0,900921958524866
"91";"HRV";816313;57;555944;71;1372257;260369;0,18973778235418
"92";"HTI";1469472;59;16696;21;1486168;1452776;0,977531476925893
"93";"HUN";554915;65;455667;159;1010582;99248;0,0982087549550655
"94";"IDN";4081744;87;299297;19;4381041;3782447;0,863367176887868
"95";"IMN";11227;6;36727;8;47954;-25500;-0,53175960295283
"96";"IND";15932628;130;5225394;36;21158022;10707234;0,506060254592797
"97";"IRL";744546;71;759256;204;1503802;-14710;-0,00978187287954132
"98";"IRN";1171925;75;2484128;7;3656053;-1312203;-0,35891246653153
"99";"IRQ";1743843;71;333517;22;2077360;1410326;0,678903030769823
"100";"ISL";39055;43;38540;161;77595;515;0,0066370255815452
"101";"ISR";339165;71;1406027;57;1745192;-1066862;-0,611314972793824
"102";"ITA";2692923;111;5757936;191;8450859;-3065013;-0,36268656239561
"103";"JAM";1031588;64;20697;21;1052285;1010891;0,960662748209848
"104";"JEY";19886;5;79174;4;99060;-59288;-0,598505955986271
"105";"JOR";705401;68;3090969;83;3796370;-2385568;-0,628381322157745
"106";"JPN";780907;104;2076531;42;2857438;-1295624;-0,453421561552692
"107";"KAZ";3904865;58;3287097;18;7191962;617768;0,0858970055737224
"108";"KEN";484859;63;1047402;13;1532261;-562543;-0,367132622966975
"109";"KGZ";745427;44;199981;23;945408;545446;0,576942441781749
"110";"KHM";1042590;45;71024;26;1113614;971566;0,872444132347474
"111";"KIR";4122;19;2444;7;6566;1678;0,255558939993908
"112";"KNA";40731;36;3521;13;44252;37210;0,840865949561602
"113";"KOR";2211910;88;1091026;28;3302936;1120884;0,339359890715412
"114";"KWT";188716;52;2751639;33;2940355;-2562923;-0,871637268289033
"115";"LAO";1285279;38;42099;6;1327378;1243180;0,936568181783938
"116";"LBN";769573;91;1971580;30;2741153;-1202007;-0,438504162299587
"117";"LBR";206715;42;106376;25;313091;100339;0,320478710662395
"118";"LBY";158598;62;771146;86;929744;-612548;-0,658835120205132
"119";"LCA";59110;37;8071;59;67181;51039;0,759723731412155
"120";"LIE";3574;28;23018;47;26592;-19444;-0,731197352587244
"121";"LKA";1624552;73;37778;49;1662330;1586774;0,954548134245306
"122";"LSO";305365;26;3932;15;309297;301433;0,974574599818298
"123";"LTU";559751;53;135643;57;695394;424108;0,609881592305945
"124";"LUX";69844;46;248513;77;318357;-178669;-0,561222149976285
"125";"LVA";307940;50;265418;139;573358;42522;0,0741630883322462
"126";"MAC";141022;13;332717;5;473739;-191695;-0,404642640778994
"127";"MAR";2985057;69;76656;18;3061713;2908401;0,949926070797622
"128";"MCO";29352;30;13452;2;42804;15900;0,371460611157836
"129";"MDA";926478;52;101262;19;1027740;825216;0,802942378422558
"130";"MDG";175650;41;23463;4;199113;152187;0,764324780401079
"131";"MDV";2935;24;60058;22;62993;-57123;-0,906815042941279
"132";"MEX";11924391;69;1007363;90;12931754;10917028;0,844203191616543
"133";"MHL";7618;12;2924;6;10542;4694;0,445266552836274
"134";"MKD";571846;49;129202;19;701048;442644;0,631403270532118
"135";"MLI";1222827;56;386996;56;1609823;835831;0,519206769936819
"136";"MLT";103806;38;50260;83;154066;53546;0,347552347695144
"137";"MMR";2842036;47;63860;4;2905896;2778176;0,956047979693699
"138";"MNE";154664;32;70746;29;225410;83918;0,372290492879642
"139";"MNG";66866;36;19204;30;86070;47662;0,553758568606948
"140";"MNP";2639;8;20715;12;23354;-18076;-0,774000171276869
"141";"MOZ";927817;50;303252;16;1231069;624565;0,507335494598597
"142";"MRT";108342;42;161138;36;269480;-52796;-0,195918064420365
"143";"MSR";20783;16;1112;10;21895;19671;0,898424297784882
"144";"MTQ";13441;16;59998;15;73439;-46557;-0,633954710712292
"145";"MUS";173047;35;27033;22;200080;146014;0,729778088764494
"146";"MWI";303275;37;183314;12;486589;119961;0,246534549691834
"147";"MYS";1795850;73;3061157;22;4857007;-1265307;-0,260511669017566
"148";"MYT";6518;3;72459;3;78977;-65941;-0,834939286121276
"149";"NAM";174516;36;99459;83;273975;75057;0,273955652888037
"150";"NCL";4550;10;64468;16;69018;-59918;-0,868150337593092
"151";"NER";375475;48;241320;13;616795;134155;0,217503384430808
"152";"NGA";1288510;92;1076442;9;2364952;212068;0,089671164573319
"153";"NIC";657511;50;38345;53;695856;619166;0,889790416407993
"154";"NIU";5369;7;529;7;5898;4840;0,820617158358766
"155";"NLD";898088;98;1990878;180;2888966;-1092790;-0,378263364816339
"156";"NOR";193309;67;735587;168;928896;-542278;-0,583787636075513
"157";"NPL";2013895;58;496702;6;2510597;1517193;0,604315626920609
"158";"NRU";2275;15;1104;10;3379;1171;0,346552234388872
"159";"NZL";745753;84;998715;62;1744468;-252962;-0,145008105623032
"160";"OMN";20727;35;1780894;19;1801621;-1760167;-0,976990721133912
"161";"PAK";6103245;103;3425927;8;9529172;2677318;0,280960192553981
"162";"PAN";151491;49;184061;88;335552;-32570;-0,0970639423993897
"163";"PER";1416791;68;152780;77;1569571;1264011;0,805322600889033
"164";"PHL";5524480;103;155943;90;5680423;5368537;0,945094581864766
"165";"PLW";2561;14;4800;8;7361;-2239;-0,304170628990626
"166";"PNG";5078;29;29831;21;34909;-24753;-0,709072159042081
"167";"POL";4120574;78;612145;117;4732719;3508429;0,741313608519754
"168";"PRI";1716986;39;259070;45;1976056;1457916;0,737790831838774
"169";"PRK";107527;54;46325;20;153852;61202;0,39779788368042
"170";"PRT";2017498;81;861253;128;2878751;1156245;0,401648145324135
"171";"PRY";847091;45;152664;17;999755;694427;0,694597176308196
"172";"PSE";3666740;55;232708;14;3899448;3434032;0,880645670874442
"173";"PYF";1833;11;26208;19;28041;-24375;-0,869262865090403
"174";"QAT";24714;39;1654997;33;1679711;-1630283;-0,970573509371553
"175";"REU";3069;12;114600;5;117669;-111531;-0,947836728450144
"176";"ROU";3434373;72;269193;76;3703566;3165180;0,854630375157348
"177";"RUS";10272331;102;11642651;148;21914982;-1370320;-0,062528912868831
"178";"RWA";512700;54;505797;5;1018497;6903;0,00677763410201503
"179";"SAU";274332;68;10408329;17;10682661;-10133997;-0,948639763070269
"180";"SDN";1848408;64;598718;15;2447126;1249690;0,510676605945096
"181";"SEN";592226;63;223527;26;815753;368699;0,451973820506943
"182";"SGP";324999;59;2261026;15;2586025;-1936027;-0,748649761699906
"183";"SHN";5629;9;313;2;5942;5316;0,89464826657691
"184";"SLB";3870;19;2005;15;5875;1865;0,317446808510638
"185";"SLE";141756;45;57900;39;199656;83856;0,420002404135112
"186";"SLV";1514776;47;41918;48;1556694;1472858;0,946144842852866
"187";"SMR";3656;15;4907;9;8563;-1251;-0,146093658764452
"188";"SOM";1968265;62;19558;3;1987823;1948707;0,980322191663946
"189";"SPM";405;8;967;3;1372;-562;-0,409620991253644
"190";"SRB";832510;49;806777;76;1639287;25733;0,0156976783199037
"191";"SSD";1061417;26;841625;13;1903042;219792;0,115495086288164
"192";"STP";35386;22;2338;6;37724;33048;0,876047078782738
"193";"SUR";282417;41;25308;4;307725;257109;0,835515476480624
"194";"SVK";312575;52;177105;93;489680;135470;0,276650057180199
"195";"SVN";134547;48;225501;153;360048;-90954;-0,25261631782429
"196";"SWE";332641;77;1582416;197;1915057;-1249775;-0,652604596103406
"197";"SWZ";86804;25;24814;17;111618;61990;0,555376372986436
"198";"SXM";24326;12;24966;33;49292;-640;-0,0129838513349022
"199";"SYC";28302;29;12367;26;40669;15935;0,3918217807175
"200";"SYR";6273045;79;804054;5;7077099;5468991;0,772772996393014
"201";"TCA";2558;11;17760;6;20318;-15202;-0,748203563342849
"202";"TCD";192152;49;452624;10;644776;-260472;-0,403972852587565
"203";"TGO";495971;43;255847;30;751818;240124;0,319391129236065
"204";"THA";892725;79;3485695;49;4378420;-2592970;-0,592215913503044
"205";"TJK";585423;46;274801;35;860224;310622;0,361094319619076
"206";"TKL";2171;6;450;4;2621;1721;0,656619610835559
"207";"TKM";241220;45;192292;11;433512;48928;0,112864234438724
"208";"TLS";37423;13;7362;15;44785;30061;0,671229206207436
"209";"TON";60001;26;1109;5;61110;58892;0,96370479463263
"210";"TTO";370530;55;42625;16;413155;327905;0,793660974694727
"211";"TUN";777007;60;45580;17;822587;731427;0,889178895363044
"212";"TUR";3161361;85;4194301;110;7355662;-1032940;-0,140427877191747
"213";"TUV";3208;19;125;5;3333;3083;0,924992499249925
"214";"TZA";303603;55;343496;27;647099;-39893;-0,0616489903399634
"215";"UGA";746157;55;848659;47;1594816;-102502;-0,0642719912516554
"216";"UKR";5813288;76;4495836;30;10309124;1317452;0,127794757343107
"217";"URY";354222;57;72691;17;426913;281531;0,659457547556528
"218";"USA";2740348;162;45775575;150;48515923;-43035227;-0,887033046861749
"219";"UZB";1957924;54;1094008;10;3051932;863916;0,283071837773581
"220";"VCT";62995;40;4346;15;67341;58649;0,870925587680611
"221";"VEN";704864;68;1404256;113;2109120;-699392;-0,331603702017903
"222";"VGB";5207;21;16213;21;21420;-11006;-0,513818860877684
"223";"VIR";3975;19;55554;20;59529;-51579;-0,86645164541652
"224";"VNM";2634876;69;67490;22;2702366;2567386;0,950051177375677
"225";"VUT";6887;23;2278;9;9165;4609;0,502891434806328
"226";"WLF";11225;6;1045;5;12270;10180;0,829665851670742
"227";"WSM";116836;25;3878;21;120714;112958;0,935748960352569
"228";"YEM";1094443;51;345526;12;1439969;748917;0,520092446434611
"229";"ZAF";790896;83;2723786;150;3514682;-1932890;-0,549947335206997
"230";"ZMB";261849;51;116565;29;378414;145284;0,383928712996876
"231";"ZWE";844419;53;288208;6;1132627;556211;0,49108047044614
