"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"1";"ABW";8654;27;15478;22;24132;-6824;-0,282778054036135
"2";"AFG";2728785;68;56110;3;2784895;2672675;0,959704046292589
"3";"AGO";325565;57;91291;13;416856;234274;0,56200222618842
"4";"AIA";1409;19;2215;9;3624;-806;-0,222406181015453
"5";"ALB";619182;54;22462;6;641644;596720;0,929986098210222
"6";"AND";4326;25;22121;18;26447;-17795;-0,672855144250766
"7";"ARE";86738;52;6170133;33;6256871;-6083395;-0,972274320503012
"8";"ARG";490127;77;997632;132;1487759;-507505;-0,341120436844946
"9";"ARM";517302;59;69815;15;587117;447487;0,762176874456028
"10";"ASM";912;8;11728;10;12640;-10816;-0,855696202531646
"11";"ATG";24957;40;12826;53;37783;12131;0,321070322631871
"12";"AUS";277461;109;3690797;212;3968258;-3413336;-0,860159798077645
"13";"AUT";268094;74;873536;193;1141630;-605442;-0,530331193118611
"14";"AZE";622051;49;120414;16;742465;501637;0,675637235425239
"15";"BDI";306332;43;143029;7;449361;163303;0,363411600027595
"16";"BEL";277126;81;928369;170;1205495;-651243;-0,540228702732073
"17";"BEN";358733;48;162156;10;520889;196577;0,377387504823484
"18";"BES";5963;11;7109;45;13072;-1146;-0,0876682986536108
"19";"BFA";884065;37;318116;8;1202181;565949;0,470768544836426
"20";"BGD";5216213;77;1025820;17;6242033;4190393;0,671318623275462
"21";"BGR";666516;67;81403;185;747919;585113;0,782321347632564
"22";"BHR";24221;45;531045;33;555266;-506824;-0,912758929954292
"23";"BHS";19382;44;31292;75;50674;-11910;-0,235031771717251
"24";"BIH";801762;49;16615;13;818377;785147;0,959395242046147
"25";"BLR";629785;56;489560;58;1119345;140225;0,125274155867941
"26";"BLZ";28354;40;29444;15;57798;-1090;-0,0188587840409703
"27";"BMU";8868;27;8908;35;17776;-40;-0,00225022502250225
"28";"BOL";416061;49;79813;180;495874;336248;0,678091611982076
"29";"BRA";737992;86;420941;158;1158933;317051;0,273571466167587
"30";"BRB";52107;49;8794;21;60901;43313;0,711203428515131
"31";"BRN";27612;26;62032;19;89644;-34420;-0,383963232341261
"32";"BTN";25248;25;41803;24;67051;-16555;-0,246901612205635
"33";"BWA";51059;32;60208;33;111267;-9149;-0,0822256374306848
"34";"CAF";385710;39;33596;25;419306;352114;0,839754260611582
"35";"CAN";510314;128;3784252;201;4294566;-3273938;-0,762344320706679
"36";"CHE";322973;86;1181162;179;1504135;-858189;-0,570553175080694
"37";"CHL";305869;65;442929;210;748798;-137060;-0,183040018803469
"38";"CHN";4970636;143;533675;20;5504311;4436961;0,806088355109295
"39";"CIV";551589;54;1373129;16;1924718;-821540;-0,426836554757632
"40";"CMR";188962;55;243186;22;432148;-54224;-0,125475531530864
"41";"COD";833029;67;454561;8;1287590;378468;0,29393518123005
"42";"COG";120947;51;215419;21;336366;-94472;-0,280860729086769
"43";"COK";11115;9;1407;10;12522;9708;0,775275515093436
"44";"COL";1308010;65;574986;91;1882996;733024;0,389286010166777
"45";"COM";58787;23;5355;5;64142;53432;0,83302672196065
"46";"CPV";83574;38;7153;35;90727;76421;0,842318163281052
"47";"CRI";63755;51;194866;153;258621;-131111;-0,506961924979023
"48";"CUB";769052;74;1768;36;770820;767284;0,995412677408474
"49";"CUW";40522;15;16497;43;57019;24025;0,421350777810905
"50";"CYM";902;11;14784;57;15686;-13882;-0,884992987377279
"51";"CYP";106278;45;84053;154;190331;22225;0,116770258129259
"52";"CZE";402492;60;293245;191;695737;109247;0,157023415457278
"53";"DEU";1870506;124;6817652;136;8688158;-4947146;-0,56941252679797
"54";"DJI";9491;25;56807;3;66298;-47316;-0,713686687381218
"55";"DMA";32854;51;3464;33;36318;29390;0,809240596949171
"56";"DNK";120724;74;357366;198;478090;-236642;-0,494973749712397
"57";"DOM";643958;66;360341;98;1004299;283617;0,282402949719157
"58";"DZA";1041695;74;127469;20;1169164;914226;0,781948469162581
"59";"ECU";557747;51;159758;85;717505;397989;0,554684636343998
"60";"EGY";2295425;85;258468;133;2553893;2036957;0,797589014105133
"61";"ERI";400950;48;7767;21;408717;393183;0,961993261841323
"62";"ESH";103236;11;3047;7;106283;100189;0,942662514230874
"63";"ESP";648799;89;2905566;173;3554365;-2256767;-0,634928320529827
"64";"EST";93795;51;80594;147;174389;13201;0,0756985819059688
"65";"ETH";463581;66;625484;10;1089065;-161903;-0,148662384706147
"66";"FIN";112375;64;195143;181;307518;-82768;-0,269148472609733
"67";"FJI";105570;42;6601;14;112171;98969;0,882304695509534
"68";"FLK";689;5;1013;7;1702;-324;-0,190364277320799
"69";"FRA";1122781;138;4019290;206;5142071;-2896509;-0,563296189414732
"70";"FRO";5921;11;3089;30;9010;2832;0,314317425083241
"71";"FSM";10836;14;538;12;11374;10298;0,905398276771584
"72";"GAB";22351;36;257135;34;279486;-234784;-0,840056389228799
"73";"GBR";2395016;146;4550845;205;6945861;-2155829;-0,31037606424891
"74";"GEO";425131;50;33387;46;458518;391744;0,854369948398972
"75";"GHA";510404;68;218246;43;728650;292158;0,400957935908873
"76";"GIB";6970;17;4447;3;11417;2523;0,220986248576684
"77";"GIN";298347;51;64907;145;363254;233440;0,642635731471642
"78";"GLP";4821;16;42024;24;46845;-37203;-0,794172270252962
"79";"GMB";77979;40;109795;7;187774;-31816;-0,169437728332996
"80";"GNB";54776;38;12175;11;66951;42601;0,63630117548655
"81";"GNQ";67324;28;5143;6;72467;62181;0,858059530544938
"82";"GRC";543312;67;560208;212;1103520;-16896;-0,015311004784689
"83";"GRD";33008;38;2365;15;35373;30643;0,866282192632799
"84";"GRL";7982;15;3583;17;11565;4399;0,380371811500216
"85";"GTM";595851;51;37023;49;632874;558828;0,883000407664085
"86";"GUF";1966;18;54506;16;56472;-52540;-0,930372574018983
"87";"GUM";999;10;39845;11;40844;-38846;-0,951082166291255
"88";"GUY";238880;54;8021;16;246901;230859;0,93502658960474
"89";"HKG";577288;41;1130838;29;1708126;-553550;-0,324068599154863
"90";"HND";328710;47;20308;42;349018;308402;0,883627778509991
"91";"HRV";478540;57;236953;71;715493;241587;0,337651102107218
"92";"HTI";856250;59;9695;21;865945;846555;0,977608277661976
"93";"HUN";315888;65;246720;159;562608;69168;0,122941728521457
"94";"IDN";2492075;87;180225;19;2672300;2311850;0,865116192044306
"95";"IMN";6256;6;18375;8;24631;-12119;-0,49202224838618
"96";"IND";11444272;130;2636113;36;14080385;8808159;0,625562369210785
"97";"IRL";372450;71;414452;204;786902;-42002;-0,0533764051940394
"98";"IRN";702668;75;1284511;7;1987179;-581843;-0,29279848468608
"99";"IRQ";1039132;71;198897;22;1238029;840235;0,678687655943439
"100";"ISL";20783;43;26871;161;47654;-6088;-0,127754228396357
"101";"ISR";190683;71;623202;57;813885;-432519;-0,531425201349085
"102";"ITA";1645383;111;2885799;191;4531182;-1240416;-0,273751087464595
"103";"JAM";473877;64;10616;21;484493;463261;0,956176869428454
"104";"JEY";10820;5;38540;4;49360;-27720;-0,561588330632091
"105";"JOR";500347;68;1673776;83;2174123;-1173429;-0,539725213338896
"106";"JPN";378889;104;1091894;42;1470783;-713005;-0,484779195843303
"107";"KAZ";1865459;58;1700493;18;3565952;164966;0,0462614191105208
"108";"KEN";247290;63;484429;13;731719;-237139;-0,324084792112819
"109";"KGZ";362029;44;79082;23;441111;282947;0,641441723285069
"110";"KHM";509405;45;40563;26;549968;468842;0,852489599394874
"111";"KIR";2138;19;1328;7;3466;810;0,233698788228505
"112";"KNA";19585;36;1841;13;21426;17744;0,828152711658732
"113";"KOR";1148330;88;622852;28;1771182;525478;0,296682102686229
"114";"KWT";124825;52;1938512;33;2063337;-1813687;-0,879006677047908
"115";"LAO";596250;38;28676;6;624926;567574;0,90822593395058
"116";"LBN";499630;91;895152;30;1394782;-395522;-0,283572629988055
"117";"LBR";109448;42;48143;25;157591;61305;0,389013331979618
"118";"LBY";98609;62;582673;86;681282;-484064;-0,710519285699608
"119";"LCA";26608;37;3742;59;30350;22866;0,75341021416804
"120";"LIE";1659;28;11989;47;13648;-10330;-0,756887456037515
"121";"LKA";1107793;73;19943;49;1127736;1087850;0,964631793256578
"122";"LSO";176043;26;2181;15;178224;173862;0,975525181793698
"123";"LTU";273752;53;49069;57;322821;224683;0,695998711360166
"124";"LUX";37164;46;148646;77;185810;-111482;-0,599978472633335
"125";"LVA";148961;50;93396;139;242357;55565;0,229269218549495
"126";"MAC";71909;13;165770;5;237679;-93861;-0,394906575675596
"127";"MAR";1647038;69;41041;18;1688079;1605997;0,951375498421579
"128";"MCO";14899;30;6630;2;21529;8269;0,384086580890891
"129";"MDA";481699;52;40270;19;521969;441429;0,84569964882972
"130";"MDG";71206;41;14541;4;85747;56665;0,660839446278004
"131";"MDV";1420;24;58040;22;59460;-56620;-0,952236797847292
"132";"MEX";6277778;69;520764;90;6798542;5757014;0,846801270037017
"133";"MHL";4005;12;1786;6;5791;2219;0,383180797789674
"134";"MKD";354208;49;54048;19;408256;300160;0,735224956889795
"135";"MLI";719864;56;227765;56;947629;492099;0,519294998359062
"136";"MLT";54259;38;43261;83;97520;10998;0,112776866283839
"137";"MMR";2324597;47;36168;4;2360765;2288429;0,969359084872912
"138";"MNE";71753;32;27501;29;99254;44252;0,445846011243879
"139";"MNG";35153;36;13700;30;48853;21453;0,439133727713754
"140";"MNP";1419;8;8929;12;10348;-7510;-0,72574410514109
"141";"MOZ";653071;50;153582;16;806653;499489;0,619211730446673
"142";"MRT";79112;42;94697;36;173809;-15585;-0,0896673935181723
"143";"MSR";10009;16;582;10;10591;9427;0,890095363988292
"144";"MTQ";6260;16;26216;15;32476;-19956;-0,614484542431334
"145";"MUS";85194;35;15250;22;100444;69944;0,69634821393015
"146";"MWI";200448;37;93388;12;293836;107060;0,364352904341197
"147";"MYS";733326;73;1948385;22;2681711;-1215059;-0,453090955736841
"148";"MYT";3230;3;33821;3;37051;-30591;-0,825645731559202
"149";"NAM";91117;36;56870;83;147987;34247;0,231418975991134
"150";"NCL";2364;10;35818;16;38182;-33454;-0,876172018228485
"151";"NER";232174;48;134192;13;366366;97982;0,267442939574087
"152";"NGA";776073;92;618804;9;1394877;157269;0,112747575592687
"153";"NIC";320782;50;20702;53;341484;300080;0,87875273804922
"154";"NIU";2749;7;289;7;3038;2460;0,809743252139566
"155";"NLD";496339;98;1100156;180;1596495;-603817;-0,378214150373161
"156";"NOR";88557;67;445506;168;534063;-356949;-0,668364968177912
"157";"NPL";1399285;58;141581;6;1540866;1257704;0,81623191114607
"158";"NRU";1204;15;809;10;2013;395;0,196224540486836
"159";"NZL";398413;84;496452;62;894865;-98039;-0,109557307526834
"160";"OMN";12068;35;1849253;19;1861321;-1837185;-0,987032865368198
"161";"PAK";4234386;103;1675199;8;5909585;2559187;0,433056974389911
"162";"PAN";78707;49;93879;88;172586;-15172;-0,0879097956960588
"163";"PER";648219;68;423187;77;1071406;225032;0,210034291389072
"164";"PHL";2754933;103;84616;90;2839549;2670317;0,940401803244107
"165";"PLW";1382;14;2785;8;4167;-1403;-0,336693064554836
"166";"PNG";2336;29;18233;21;20569;-15897;-0,772862073994847
"167";"POL";2212963;78;286405;117;2499368;1926558;0,770818062806277
"168";"PRI";906849;39;114449;45;1021298;792400;0,775875405611291
"169";"PRK";59204;54;23498;20;82702;35706;0,431742884089865
"170";"PRT";1105701;81;410103;128;1515804;695598;0,458897060569836
"171";"PRY";374733;45;81603;17;456336;293130;0,642355632691701
"172";"PSE";2019313;55;101940;14;2121253;1917373;0,903886995092052
"173";"PYF";1103;11;15686;19;16789;-14583;-0,86860444338555
"174";"QAT";13243;39;1820925;33;1834168;-1807682;-0,985559665199698
"175";"REU";1153;12;61531;5;62684;-60378;-0,963212302980027
"176";"ROU";1710646;72;239760;76;1950406;1470886;0,754143496277185
"177";"RUS";4603318;102;5713498;148;10316816;-1110180;-0,107608781624098
"178";"RWA";243927;54;264600;5;508527;-20673;-0,0406527087057324
"179";"SAU";166096;68;8697061;17;8863157;-8530965;-0,962519901204503
"180";"SDN";1125738;64;593475;15;1719213;532263;0,309596891135653
"181";"SEN";401227;63;125119;26;526346;276108;0,524575089389869
"182";"SGP";167642;59;834256;15;1001898;-666614;-0,665351163491693
"183";"SHN";2582;9;252;2;2834;2330;0,822159491884263
"184";"SLB";2058;19;1114;15;3172;944;0,297604035308953
"185";"SLE";76957;45;30178;39;107135;46779;0,436636019974798
"186";"SLV";795952;47;20192;48;816144;775760;0,950518535944637
"187";"SMR";980;15;2833;9;3813;-1853;-0,485969053238919
"188";"SOM";1067138;62;13239;3;1080377;1053899;0,97549188847967
"189";"SPM";244;8;506;3;750;-262;-0,349333333333333
"190";"SRB";470672;49;360904;76;831576;109768;0,131999961518851
"191";"SSD";1281486;26;440136;13;1721622;841350;0,488696124933348
"192";"STP";17382;22;1066;6;18448;16316;0,884431916738942
"193";"SUR";125906;41;14804;4;140710;111102;0,789581408570819
"194";"SVK";166174;52;95611;93;261785;70563;0,269545619496915
"195";"SVN";66342;48;128235;153;194577;-61893;-0,318090010638462
"196";"SWE";160117;77;962196;197;1122313;-802079;-0,714666051270902
"197";"SWZ";51287;25;12134;17;63421;39153;0,617350719793128
"198";"SXM";13875;12;12298;33;26173;1577;0,0602529324112635
"199";"SYC";12752;29;8777;26;21529;3975;0,184634678805332
"200";"SYR";4861046;79;408824;5;5269870;4452222;0,844844749490974
"201";"TCA";1141;11;9680;6;10821;-8539;-0,789113760280935
"202";"TCD";111901;49;227402;10;339303;-115501;-0,340406657176624
"203";"TGO";264960;43;131471;30;396431;133489;0,336726946177267
"204";"THA";340550;79;1824956;49;2165506;-1484406;-0,685477666651582
"205";"TJK";333952;46;118081;35;452033;215871;0,477555842161966
"206";"TKL";1129;6;213;4;1342;916;0,682563338301043
"207";"TKM";116444;45;90039;11;206483;26405;0,127879777027649
"208";"TLS";21660;13;4386;15;26046;17274;0,663211241649389
"209";"TON";31309;26;560;5;31869;30749;0,964856129781292
"210";"TTO";165908;55;25267;16;191175;140641;0,735666274355957
"211";"TUN";466817;60;23952;17;490769;442865;0,902389922753882
"212";"TUR";1803961;85;3179611;110;4983572;-1375650;-0,27603694699304
"213";"TUV";1616;19;57;5;1673;1559;0,931858936043036
"214";"TZA";160024;55;233041;27;393065;-73017;-0,185763168941524
"215";"UGA";365691;55;835262;47;1200953;-469571;-0,390998648573258
"216";"UKR";2694012;76;1957989;30;4652001;736023;0,158216432025702
"217";"URY";174505;57;33700;17;208205;140805;0,676280588842727
"218";"USA";1455843;162;23140353;150;24596196;-21684510;-0,881620474971008
"219";"UZB";1024600;54;506892;10;1531492;517708;0,338041596038373
"220";"VCT";31805;40;2237;15;34042;29568;0,868574114329358
"221";"VEN";1223566;68;685855;113;1909421;537711;0,281609451242026
"222";"VGB";2399;21;8654;21;11053;-6255;-0,565909707771646
"223";"VIR";2285;19;26078;20;28363;-23793;-0,838874590135035
"224";"VNM";1394062;69;40922;22;1434984;1353140;0,942965217730651
"225";"VUT";3477;23;1157;9;4634;2320;0,500647388864912
"226";"WLF";5631;6;508;5;6139;5123;0,834500733018407
"227";"WSM";61096;25;1852;21;62948;59244;0,941157781025608
"228";"YEM";814668;51;185481;12;1000149;629187;0,6290932651035
"229";"ZAF";416974;83;1712005;150;2128979;-1295031;-0,608287352763931
"230";"ZMB";149898;51;75657;29;225555;74241;0,329148101350003
"231";"ZWE";472252;53;168162;6;640414;304090;0,474833467100969
